,Sentence,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
374,"“You kiss Nick too.” “What a low, vulgar girl!” “I don’t care!” cried Daisy, and began to clog on the brick fireplace.",-0.3578,0.107,0.203,0.69,0,1,0
375,Then she remembered the heat and sat down guiltily on the couch just as a freshly laundered nurse leading a little girl came into the room.,-0.2732,0.0,0.084,0.916,0,1,0
376,"We drank in long, greedy swallows.",-0.3182,0.0,0.315,0.685,0,1,0
377,“I’m right across from you.” “So you are.” Our eyes lifted over the rose-beds and the hot lawn and the weedy refuse of the dog-days alongshore.,-0.296,0.0,0.081,0.919,0,1,0
378,"“What’ll we do with ourselves this afternoon?” cried Daisy, “and the day after that, and the next thirty years?” “Don’t be morbid,” Jordan said.",-0.4515,0.0,0.114,0.886,0,1,0
379,"“Life starts all over again when it gets crisp in the fall.” “But it’s so hot,” insisted Daisy, on the verge of tears, “and everything’s so confused.",-0.5982,0.0,0.164,0.836,0,1,0
380,"Let’s all go to town!” Her voice struggled on through the heat, beating against it, moulding its senselessness into forms.",-0.69,0.0,0.24,0.76,0,1,0
381,"“Ah,” she cried, “you look so cool.” Their eyes met, and they stared together at each other, alone in space.",-0.5574,0.0,0.204,0.796,0,1,0
382,No one moved.,-0.296,0.0,0.524,0.476,0,1,0
383,“Come on!” His temper cracked a little.,-0.4753,0.0,0.382,0.618,0,1,0
384,"If we’re going to town, let’s start.” His hand, trembling with his effort at self-control, bore to his lips the last of his glass of ale.",-0.0772,0.104,0.147,0.749,0,1,0
385,Daisy’s voice got us to our feet and out on to the blazing gravel drive.,-0.128,0.0,0.097,0.903,0,1,0
386,"“I don’t see the idea of going to town,” broke out Tom savagely.",-0.7184,0.0,0.353,0.647,0,1,0
387,"Gatsby turned to me rigidly: “I can’t say anything in his house, old sport.” “She’s got an indiscreet voice,” I remarked.",-0.1779,0.0,0.082,0.918,0,1,0
388,“It’s full of—” I hesitated.,-0.3182,0.0,0.434,0.566,0,1,0
389,“I ought to have left it in the shade.” “Is it standard shift?” demanded Tom.,-0.2263,0.0,0.119,0.881,0,1,0
390,“And if it runs out I can stop at a drugstore.,-0.296,0.0,0.216,0.784,0,1,0
391,"Jordan and Tom and I got into the front seat of Gatsby’s car, Tom pushed the unfamiliar gears tentatively, and we shot off into the oppressive heat, leaving them out of sight behind.",-0.4019,0.0,0.08,0.92,0,1,0
392,“Did you see that?” demanded Tom.,-0.2263,0.0,0.275,0.725,0,1,0
393,"No, I haven’t.",-0.296,0.0,0.688,0.312,0,1,0
394,“Like hell he is!,-0.7088,0.0,0.62,0.38,0,1,0
395,"He wears a pink suit.” “Nevertheless he’s an Oxford man.” “Oxford, New Mexico,” snorted Tom contemptuously, “or something like that.” “Listen, Tom.",-0.2263,0.1,0.137,0.763,0,1,0
396,"If you’re such a snob, why did you invite him to lunch?” demanded Jordan crossly.",-0.5106,0.091,0.28,0.629,0,1,0
397,"“Daisy invited him; she knew him before we were married—God knows where!” We were all irritable now with the fading ale, and aware of it we drove for a while in silence.",-0.5255,0.0,0.102,0.898,0,1,0
398,"“I don’t want to get stalled in this baking heat.” Tom threw on both brakes impatiently, and we slid to an abrupt dusty stop under Wilson’s sign.",-0.6597,0.042,0.216,0.742,0,1,0
399,“Let’s have some gas!” cried Tom roughly.,-0.4389,0.0,0.325,0.675,0,1,0
400,"“Been sick all day.” “What’s the matter?” “I’m all run down.” “Well, shall I help myself?” Tom demanded.",-0.4329,0.121,0.25,0.629,0,1,0
401,"“I didn’t mean to interrupt your lunch,” he said.",-0.34,0.0,0.231,0.769,0,1,0
402,"My wife and I want to go West.” “Your wife does,” exclaimed Tom, startled.",-0.1027,0.093,0.121,0.786,0,1,0
403,“What do I owe you?” demanded Tom harshly.,-0.2263,0.0,0.241,0.759,0,1,0
404,That’s why I been bothering you about the car.” “What do I owe you?” “Dollar twenty.” The relentless beating heat was beginning to confuse me and I had a bad moment there before I realized that so far his suspicions hadn’t alighted on Tom.,-0.9112,0.025,0.287,0.688,0,1,0
405,"He had discovered that Myrtle had some sort of life apart from him in another world, and the shock had made him physically sick.",-0.7096,0.0,0.211,0.789,0,1,0
406,"I stared at him and then at Tom, who had made a parallel discovery less than an hour before—and it occurred to me that there was no difference between men, in intelligence or race, so profound as the difference between the sick and the well.",-0.0772,0.105,0.111,0.785,0,1,0
407,"Wilson was so sick that he looked guilty, unforgivably guilty—as if he had just got some poor girl with child.",-0.879,0.0,0.374,0.626,0,1,0
408,"“I’ll send it over tomorrow afternoon.” That locality was always vaguely disquieting, even in the broad glare of afternoon, and now I turned my head as though I had been warned of something behind.",-0.2732,0.0,0.063,0.937,0,1,0
409,"Her expression was curiously familiar—it was an expression I had often seen on women’s faces, but on Myrtle Wilson’s face it seemed purposeless and inexplicable until I realized that her eyes, wide with jealous terror, were fixed not on Tom, but on Jordan Baker, whom she took to be his wife.",-0.8625,0.0,0.155,0.845,0,1,0
410,"There is no confusion like the confusion of a simple mind, and as we drove away Tom was feeling the hot whips of panic.",-0.7096,0.129,0.32,0.55,0,1,0
411,"There’s something very sensuous about it—overripe, as if all sorts of funny fruits were going to fall into your hands.” The word “sensuous” had the effect of further disquieting Tom, but before he could invent a protest the coupé came to a stop, and Daisy signalled us to draw up alongside.",-0.5187,0.037,0.1,0.864,0,1,0
412,“Where are we going?” she cried.,-0.3818,0.0,0.342,0.658,0,1,0
413,"“How about the movies?” “It’s so hot,” she complained.",-0.4522,0.0,0.27,0.73,0,1,0
414,"I’ll be the man smoking two cigarettes.” “We can’t argue about it here,” Tom said impatiently, as a truck gave out a cursing whistle behind us.",-0.6249,0.0,0.188,0.812,0,1,0
415,"“You follow me to the south side of Central Park, in front of the Plaza.” Several times he turned his head and looked back for their car, and if the traffic delayed them he slowed up until they came into sight.",-0.2263,0.0,0.045,0.955,0,1,0
416,"“There aren’t any more.” “Well, we’d better telephone for an axe—” “The thing to do is to forget about the heat,” said Tom impatiently.",-0.1779,0.102,0.161,0.737,0,1,0
417,“You make it ten times worse by crabbing about it.” He unrolled the bottle of whisky from the towel and put it on the table.,-0.4767,0.0,0.114,0.886,0,1,0
418,“Imagine marrying anybody in this heat!” cried Jordan dismally.,-0.4389,0.0,0.266,0.734,0,1,0
419,"He gave me an aluminium putter that I use today.” The music had died down as the ceremony began and now a long cheer floated in at the window, followed by intermittent cries of “Yea—ea—ea!” and finally by a burst of jazz as the dancing began.",-0.5093,0.066,0.132,0.802,0,1,0
420,"“If we were young we’d rise and dance.” “Remember Biloxi,” Jordan warned her.",-0.2732,0.0,0.149,0.851,0,1,0
421,"“Biloxi?” “First place, we didn’t have any president—” Gatsby’s foot beat a short, restless tattoo and Tom eyed him suddenly.",-0.2732,0.0,0.104,0.896,0,1,0
422,"Then Tom’s voice, incredulous and insulting: “You must have gone there about the time Biloxi went to New Haven.” Another pause.",-0.4939,0.0,0.138,0.862,0,1,0
423,A waiter knocked and came in with crushed mint and ice but the silence was unbroken by his “thank you” and the soft closing of the door.,-0.2263,0.0,0.071,0.929,0,1,0
424,"Then you won’t seem so stupid to yourself … Look at the mint!” “Wait a minute,” snapped Tom, “I want to ask Mr. Gatsby one more question.” “Go on,” Gatsby said politely.",-0.6551,0.038,0.137,0.825,0,1,0
425,"“He isn’t causing a row,” Daisy looked desperately from one to the other.",-0.3818,0.0,0.191,0.809,0,1,0
426,“I suppose the latest thing is to sit back and let Mr. Nobody from Nowhere make love to your wife.,-0.5216,0.0,0.151,0.849,0,1,0
427,"Well, if that’s the idea you can count me out … Nowadays people begin by sneering at family life and family institutions, and next they’ll throw everything overboard and have intermarriage between black and white.” Flushed with his impassioned gibberish, he saw himself standing alone on the last barrier of civilization.",-0.1027,0.04,0.067,0.894,0,1,0
428,“I know I’m not very popular.,-0.3713,0.0,0.338,0.662,0,1,0
429,The transition from libertine to prig was so complete.,-0.2263,0.0,0.192,0.808,0,1,0
430,“Please don’t!” she interrupted helplessly.,-0.5983,0.0,0.62,0.38,0,1,0
431,“She’s never loved you.,-0.4847,0.0,0.512,0.488,0,1,0
432,"“She never loved you, do you hear?” he cried.",-0.6952,0.0,0.451,0.549,0,1,0
433,“She only married you because I was poor and she was tired of waiting for me.,-0.7184,0.0,0.316,0.684,0,1,0
434,"It was a terrible mistake, but in her heart she never loved anyone except me!” At this point Jordan and I tried to go, but Tom and Gatsby insisted with competitive firmness that we remain—as though neither of them had anything to conceal and it would be a privilege to partake vicariously of their emotions.",-0.4517,0.088,0.136,0.776,0,1,0
435,"“Sit down, Daisy,” Tom’s voice groped unsuccessfully for the paternal note.",-0.4019,0.0,0.213,0.787,0,1,0
436,"“I can’t speak about what happened five years ago, because I didn’t know Daisy then—and I’ll be damned if I see how you got within a mile of her unless you brought the groceries to the back door.",-0.3818,0.0,0.071,0.929,0,1,0
437,But all the rest of that’s a God damned lie.,-0.128,0.179,0.222,0.598,0,1,0
438,The trouble is that sometimes she gets foolish ideas in her head and doesn’t know what she’s doing.” He nodded sagely.,-0.5859,0.0,0.202,0.798,0,1,0
439,"She turned to me, and her voice, dropping an octave lower, filled the room with thrilling scorn: “Do you know why we left Chicago?",-0.2023,0.107,0.169,0.724,0,1,0
440,Just tell him the truth—that you never loved him—and it’s all wiped out forever.” She looked at him blindly.,-0.4847,0.0,0.149,0.851,0,1,0
441,“Why—how could I love him—possibly?” “You never loved him.” She hesitated.,-0.0634,0.252,0.327,0.421,0,1,0
442,"“I never loved him,” she said, with perceptible reluctance.",-0.6753,0.0,0.442,0.558,0,1,0
443,“Not at Kapiolani?” demanded Tom suddenly.,-0.2263,0.0,0.275,0.725,0,1,0
444,"“Oh, you want too much!” she cried to Gatsby.",-0.3802,0.116,0.258,0.625,0,1,0
445,I can’t help what’s past.” She began to sob helplessly.,-0.1779,0.206,0.336,0.458,0,1,0
446,"“Even that’s a lie,” said Tom savagely.",-0.4939,0.0,0.39,0.61,0,1,0
447,"“She’s all excited now—” “Even alone I can’t say I never loved Tom,” she admitted in a pitiful voice.",-0.6753,0.164,0.361,0.475,0,1,0
448,“Certainly not for a common swindler who’d have to steal the ring he put on her finger.” “I won’t stand this!” cried Daisy.,-0.7263,0.0,0.233,0.767,0,1,0
449,"“Oh, please let’s get out.” “Who are you, anyhow?” broke out Tom.",-0.128,0.152,0.185,0.662,0,1,0
450,You ought to hear Walter on the subject of you.” “He came to us dead broke.,-0.7964,0.0,0.336,0.664,0,1,0
451,"“Walter could have you up on the betting laws too, but Wolfshiem scared him into shutting his mouth.” That unfamiliar yet recognizable look was back again in Gatsby’s face.",-0.5927,0.0,0.121,0.879,0,1,0
452,"“That drugstore business was just small change,” continued Tom slowly, “but you’ve got something on now that Walter’s afraid to tell me about.” I glanced at Daisy, who was staring terrified between Gatsby and her husband, and at Jordan, who had begun to balance an invisible but absorbing object on the tip of her chin.",-0.3612,0.0,0.045,0.955,0,1,0
453,Then I turned back to Gatsby—and was startled at his expression.,-0.1779,0.0,0.159,0.841,0,1,0
454,He looked—and this is said in all contempt for the babbled slander of his garden—as if he had “killed a man.” For a moment the set of his face could be described in just that fantastic way.,-0.0516,0.089,0.094,0.817,0,1,0
455,"It passed, and he began to talk excitedly to Daisy, denying everything, defending his name against accusations that had not been made.",-0.1027,0.122,0.174,0.704,0,1,0
456,"But with every word she was drawing further and further into herself, so he gave that up, and only the dead dream fought on as the afternoon slipped away, trying to touch what was no longer tangible, struggling unhappily, undespairingly, toward that lost voice across the room.",-0.93,0.034,0.286,0.68,0,1,0
457,"“In Mr. Gatsby’s car.” She looked at Tom, alarmed now, but he insisted with magnanimous scorn.",-0.6428,0.0,0.273,0.727,0,1,0
458,He won’t annoy you.,-0.4404,0.0,0.492,0.508,0,1,0
459,"Human sympathy has its limits, and we were content to let all their tragic arguments fade with the city lights behind.",-0.4939,0.095,0.218,0.687,0,1,0
460,So we drove on toward death through the cooling twilight.,-0.5994,0.0,0.302,0.698,0,1,0
461,"He had slept through the heat until after five, when he strolled over to the garage, and found George Wilson sick in his office—really sick, pale as his own pale hair and shaking all over.",-0.8074,0.0,0.206,0.794,0,1,0
462,"Michaelis advised him to go to bed, but Wilson refused, saying that he’d miss a lot of business if he did.",-0.5719,0.0,0.207,0.793,0,1,0
463,While his neighbour was trying to persuade him a violent racket broke out overhead.,-0.7717,0.0,0.379,0.621,0,1,0
464,“Beat me!” he heard her cry.,-0.5255,0.0,0.404,0.596,0,1,0
465,"“Throw me down and beat me, you dirty little coward!” A moment later she rushed out into the dusk, waving her hands and shouting—before he could move from his door the business was over.",-0.4926,0.0,0.091,0.909,0,1,0
466,"The “death car” as the newspapers called it, didn’t stop; it came out of the gathering darkness, wavered tragically for a moment, and then disappeared around the next bend.",-0.8316,0.0,0.29,0.71,0,1,0
467,"The other car, the one going toward New York, came to rest a hundred yards beyond, and its driver hurried back to where Myrtle Wilson, her life violently extinguished, knelt in the road and mingled her thick dark blood with the dust.",-0.5859,0.0,0.087,0.913,0,1,0
468,"Michaelis and this man reached her first, but when they had torn open her shirtwaist, still damp with perspiration, they saw that her left breast was swinging loose like a flap, and there was no need to listen for the heart beneath.",-0.5859,0.091,0.169,0.739,0,1,0
469,"Wilson’ll have a little business at last.” He slowed down, but still without any intention of stopping, until, as we came nearer, the hushed, intent faces of the people at the garage door made him automatically put on the brakes.",-0.2263,0.0,0.048,0.952,0,1,0
470,"“We’ll take a look,” he said doubtfully, “just a look.” I became aware now of a hollow, wailing sound which issued incessantly from the garage, a sound which as we got out of the coupé and walked toward the door resolved itself into the words “Oh, my God!” uttered over and over in a gasping moan.",-0.3382,0.032,0.078,0.89,0,1,0
471,"“There’s some bad trouble here,” said Tom excitedly.",-0.4404,0.228,0.428,0.345,0,1,0
472,"Then he made a harsh sound in his throat, and with a violent thrusting movement of his powerful arms pushed his way through.",-0.6124,0.101,0.246,0.652,0,1,0
473,"Myrtle Wilson’s body, wrapped in a blanket, and then in another blanket, as though she suffered from a chill in the hot night, lay on a worktable by the wall, and Tom, with his back to us, was bending over it, motionless.",-0.4939,0.0,0.078,0.922,0,1,0
474,"His eyes would drop slowly from the swinging light to the laden table by the wall, and then jerk back to the light again, and he gave out incessantly his high, horrible call: “Oh, my Ga-od!",-0.807,0.0,0.201,0.799,0,1,0
475,"Oh, my Ga-od!” Presently Tom lifted his head with a jerk and, after staring around the garage with glazed eyes, addressed a mumbled incoherent remark to the policeman.",-0.4003,0.0,0.097,0.903,0,1,0
476,"Son-of-a-bitch didn’t even stopus car.” “There was two cars,” said Michaelis, “one comin’, one goin’, see?” “Going where?” asked the policeman keenly.",-0.4696,0.077,0.156,0.767,0,1,0
477,"Well, she”—his hand rose toward the blankets but stopped halfway and fell to his side—“she ran out there an’ the one comin’ from N’York knock right into her, goin’ thirty or forty miles an hour.” “What’s the name of this place here?” demanded the officer.",-0.2617,0.074,0.095,0.831,0,1,0
478,"I want to get his name.” Some words of this conversation must have reached Wilson, swaying in the office door, for suddenly a new theme found voice among his grasping cries: “You don’t have to tell me what kind of car it was!",-0.3164,0.062,0.062,0.876,0,1,0
479,Wilson’s eyes fell upon Tom; he started up on his tiptoes and then would have collapsed to his knees had not Tom held him upright.,-0.2732,0.0,0.08,0.92,0,1,0
480,"“Listen,” said Tom, shaking him a little.",-0.1779,0.0,0.254,0.746,0,1,0
481,“What’s all that?” he demanded.,-0.2263,0.0,0.322,0.678,0,1,0
482,“He says he knows the car that did it … It was a yellow car.” Some dim impulse moved the policeman to look suspiciously at Tom.,-0.4019,0.0,0.105,0.895,0,1,0
483,"Then Tom shut the door on them and came down the single step, his eyes avoiding the table.",-0.34,0.0,0.124,0.876,0,1,0
484,"Tom drove slowly until we were beyond the bend—then his foot came down hard, and the coupé raced along through the night.",-0.1027,0.0,0.062,0.938,0,1,0
485,"In a little while I heard a low husky sob, and saw that the tears were overflowing down his face.",-0.577,0.0,0.291,0.709,0,1,0
486,“The God damned coward!” he whimpered.,-0.2003,0.234,0.322,0.445,0,1,0
487,“He didn’t even stop his car.”  The Buchanans’ house floated suddenly toward us through the dark rustling trees.,-0.296,0.0,0.115,0.885,0,1,0
488,"Tom stopped beside the porch and looked up at the second floor, where two windows bloomed with light among the vines.",-0.2263,0.0,0.087,0.913,0,1,0
489,"There’s nothing we can do tonight.” A change had come over him, and he spoke gravely, and with decision.",-0.3612,0.0,0.128,0.872,0,1,0
490,"“Won’t you come in, Nick?” “No, thanks.” I was feeling a little sick and I wanted to be alone.",-0.5434,0.077,0.257,0.666,0,1,0
491,"I’d be damned if I’d go in; I’d had enough of all of them for one day, and suddenly that included Jordan too.",-0.3818,0.0,0.106,0.894,0,1,0
492,"For all I knew he was going to rob the house in a moment; I wouldn’t have been surprised to see sinister faces, the faces of “Wolfshiem’s people,” behind him in the dark shrubbery.",-0.765,0.051,0.201,0.749,0,1,0
493,“Did you see any trouble on the road?” he asked after a minute.,-0.4019,0.0,0.197,0.803,0,1,0
494,“Yes.” He hesitated.,-0.3182,0.0,0.535,0.465,0,1,0
495,"I don’t think anybody saw us, but of course I can’t be sure.” I disliked him so much by this time that I didn’t find it necessary to tell him he was wrong.",-0.8271,0.0,0.222,0.778,0,1,0
496,"How the devil did it happen?” “Well, I tried to swing the wheel—” He broke off, and suddenly I guessed at the truth.",-0.7096,0.084,0.262,0.655,0,1,0
497,"You see, when we left New York she was very nervous and she thought it would steady her to drive—and this woman rushed out at us just as we were passing a car coming the other way.",-0.3384,0.0,0.064,0.936,0,1,0
498,"Well, first Daisy turned away from the woman toward the other car, and then she lost her nerve and turned back.",-0.0516,0.09,0.098,0.812,0,1,0
499,"The second my hand reached the wheel I felt the shock—it must have killed her instantly.” “It ripped her open—” “Don’t tell me, old sport.” He winced.",-0.2263,0.143,0.14,0.717,0,1,0
500,"I tried to make her stop, but she couldn’t, so I pulled on the emergency brake.",-0.6124,0.0,0.294,0.706,0,1,0
501,“I’m just going to wait here and see if he tries to bother her about that unpleasantness this afternoon.,-0.34,0.0,0.118,0.882,0,1,0
502,"She’s locked herself into her room, and if he tries any brutality she’s going to turn the light out and on again.” “He won’t touch her,” I said.",-0.6124,0.0,0.133,0.867,0,1,0
503,"“I’ll see if there’s any sign of a commotion.” I walked back along the border of the lawn, traversed the gravel softly, and tiptoed up the veranda steps.",-0.128,0.0,0.057,0.943,0,1,0
504,"The drawing-room curtains were open, and I saw that the room was empty.",-0.2023,0.0,0.141,0.859,0,1,0
505,"The blind was drawn, but I found a rift at the sill.",-0.2144,0.0,0.171,0.829,0,1,0
506,“Is it all quiet up there?” he asked anxiously.,-0.2263,0.0,0.192,0.808,0,1,0
507,"“Yes, it’s all quiet.” I hesitated.",-0.3182,0.0,0.365,0.635,0,1,0
508,"I couldn’t sleep all night; a foghorn was groaning incessantly on the Sound, and I tossed half-sick between grotesque reality and savage, frightening dreams.",-0.5423,0.1,0.23,0.669,0,1,0
509,"Toward dawn I heard a taxi go up Gatsby’s drive, and immediately I jumped out of bed and began to dress—I felt that I had something to tell him, something to warn him about, and morning would be too late.",-0.1027,0.0,0.038,0.962,0,1,0
510,"Throwing open the French windows of the drawing-room, we sat smoking out into the darkness.",-0.25,0.0,0.125,0.875,0,1,0
511,He couldn’t possibly leave Daisy until he knew what she was going to do.,-0.0516,0.0,0.085,0.915,0,1,0
512,"It was this night that he told me the strange story of his youth with Dan Cody—told it to me because “Jay Gatsby” had broken up like glass against Tom’s hard malice, and the long secret extravaganza was played out.",-0.1027,0.106,0.136,0.758,0,1,0
513,"He went to her house, at first with other officers from Camp Taylor, then alone.",-0.25,0.0,0.125,0.875,0,1,0
514,But he knew that he was in Daisy’s house by a colossal accident.,-0.4767,0.0,0.22,0.78,0,1,0
515,"He might have despised himself, for he had certainly taken her under false pretences.",-0.0772,0.14,0.158,0.702,0,1,0
516,"As a matter of fact, he had no such facilities—he had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.",-0.3182,0.11,0.167,0.723,0,1,0
517,But he didn’t despise himself and it didn’t turn out as he had imagined.,-0.34,0.0,0.156,0.844,0,1,0
518,"When they met again, two days later, it was Gatsby who was breathless, who was, somehow, betrayed.",-0.6124,0.0,0.2,0.8,0,1,0
519,"It was a cold fall day, with fire in the room and her cheeks flushed.",-0.34,0.0,0.156,0.844,0,1,0
520,He did extraordinarily well in the war.,-0.4215,0.191,0.355,0.455,0,1,0
521,"He was a captain before he went to the front, and following the Argonne battles he got his majority and the command of the divisional machine-guns.",-0.3818,0.0,0.098,0.902,0,1,0
522,"After the armistice he tried frantically to get home, but some complication or misunderstanding sent him to Oxford instead.",-0.6597,0.0,0.241,0.759,0,1,0
523,He was worried now—there was a quality of nervous despair in Daisy’s letters.,-0.6808,0.0,0.423,0.577,0,1,0
524,All night the saxophones wailed the hopeless comment of the “Beale Street Blues” while a hundred pairs of golden and silver slippers shuffled the shining dust.,-0.4588,0.0,0.111,0.889,0,1,0
525,And all the time something within her was crying for a decision.,-0.4767,0.0,0.237,0.763,0,1,0
526,He told her those things in a way that frightened her—that made it look as if I was some kind of cheap sharper.,-0.4404,0.0,0.127,0.873,0,1,0
527,"“In any case,” he said, “it was just personal.” What could you make of that, except to suspect some intensity in his conception of the affair that couldn’t be measured?",-0.296,0.0,0.071,0.929,0,1,0
528,"He went out to the open vestibule and sat down on a folding-chair, and the station slid away and the backs of unfamiliar buildings moved by.",-0.0516,0.0,0.048,0.952,0,1,0
529,"The track curved and now it was going away from the sun, which, as it sank lower, seemed to spread itself in benediction over the vanishing city where she had drawn her breath.",-0.296,0.0,0.064,0.936,0,1,0
530,"I missed that train, and then another, before I could get myself away.",-0.296,0.0,0.18,0.82,0,1,0
531,"“I suppose so.” “Well, goodbye.” We shook hands and I started away.",-0.1027,0.0,0.123,0.877,0,1,0
532,"“They’re a rotten crowd,” I shouted across the lawn.",-0.5106,0.0,0.355,0.645,0,1,0
533,It was Jordan Baker; she often called me up at this hour because the uncertainty of her own movements between hotels and clubs and private houses made her hard to find in any other way.,-0.4215,0.0,0.103,0.897,0,1,0
534,"Usually her voice came over the wire as something fresh and cool, as if a divot from a green golf-links had come sailing in at the office window, but this morning it seemed harsh and dry.",-0.3716,0.087,0.101,0.813,0,1,0
535,"“I’m at Hempstead, and I’m going down to Southampton this afternoon.” Probably it had been tactful to leave Daisy’s house, but the act annoyed me, and her next remark made me rigid.",-0.6428,0.0,0.177,0.823,0,1,0
536,I tried four times; finally an exasperated central told me the wire was being kept open for long distance from Detroit.,-0.4215,0.0,0.128,0.872,0,1,0
537,"I supposed there’d be a curious crowd around there all day with little boys searching for dark spots in the dust, and some garrulous man telling over and over what had happened, until it became less and less real even to him and he could tell it no longer, and Myrtle Wilson’s tragic achievement was forgotten.",-0.5859,0.039,0.12,0.842,0,1,0
538,"They had difficulty in locating the sister, Catherine.",-0.34,0.0,0.255,0.745,0,1,0
539,"She must have broken her rule against drinking that night, for when she arrived she was stupid with liquor and unable to understand that the ambulance had already gone to Flushing.",-0.7579,0.0,0.183,0.817,0,1,0
540,"Finally someone said it was a shame, and closed the door.",-0.4767,0.0,0.256,0.744,0,1,0
541,"After that, he stayed there alone with Wilson until dawn.",-0.25,0.0,0.182,0.818,0,1,0
542,"But when he heard himself say this, he flinched and began to cry “Oh, my God!” again in his groaning voice.",-0.5255,0.0,0.145,0.855,0,1,0
543,Michaelis made a clumsy attempt to distract him.,-0.296,0.0,0.268,0.732,0,1,0
544,"Did you ever have any children?” The hard brown beetles kept thudding against the dull light, and whenever Michaelis heard a car go tearing along the road outside it sounded to him like the car that hadn’t stopped a few hours before.",-0.3612,0.056,0.135,0.809,0,1,0
545,"He didn’t like to go into the garage, because the work bench was stained where the body had been lying, so he moved uncomfortably around the office—he knew every object in it before morning—and from time to time sat down beside Wilson trying to keep him more quiet.",-0.5945,0.046,0.118,0.835,0,1,0
546,Didn’t you get married in a church?” “That was a long time ago.” The effort of answering broke the rhythm of his rocking—for a moment he was silent.,-0.4215,0.0,0.104,0.896,0,1,0
547,"She tried to tell me about it, but I knew it was something funny.” “You mean your wife bought it?” “She had it wrapped in tissue paper on her bureau.” Michaelis didn’t see anything odd in that, and he gave Wilson a dozen reasons why his wife might have bought the dog-leash.",-0.4497,0.0,0.057,0.943,0,1,0
548,"“Then he killed her,” said Wilson.",-0.6705,0.0,0.474,0.526,0,1,0
549,“This has been a strain to you and you don’t know what you’re saying.,-0.0516,0.0,0.091,0.909,0,1,0
550,"You’d better try and sit quiet till morning.” “He murdered her.” “It was an accident, George.” Wilson shook his head.",-0.7184,0.104,0.32,0.576,0,1,0
551,"“I’m one of these trusting fellas and I don’t think any harm to nobody, but when I get to know a thing I know it.",-0.1027,0.08,0.097,0.823,0,1,0
552,"He believed that Mrs. Wilson had been running away from her husband, rather than trying to stop any particular car.",-0.296,0.0,0.104,0.896,0,1,0
553,“I told her she might fool me but she couldn’t fool God.,-0.4854,0.152,0.332,0.516,0,1,0
554,"You may fool me, but you can’t fool God!’ ” Standing behind him, Michaelis saw with a shock that he was looking at the eyes of Doctor T. J. Eckleburg, which had just emerged, pale and enormous, from the dissolving night.",-0.8588,0.0,0.209,0.791,0,1,0
555,"He must have been tired and walking slowly, for he didn’t reach Gad’s Hill until noon.",-0.4215,0.061,0.161,0.778,0,1,0
556,"Thus far there was no difficulty in accounting for his time—there were boys who had seen a man “acting sort of crazy,” and motorists at whom he stared oddly from the side of the road.",-0.5574,0.0,0.126,0.874,0,1,0
557,Then for three hours he disappeared from view.,-0.2263,0.0,0.213,0.787,0,1,0
558,"Then he gave instructions that the open car wasn’t to be taken out under any circumstances—and this was strange, because the front right fender needed repair.",-0.2023,0.0,0.067,0.933,0,1,0
559,"Once he stopped and shifted it a little, and the chauffeur asked him if he needed help, but he shook his head and in a moment disappeared among the yellowing trees.",-0.3716,0.057,0.167,0.775,0,1,0
560,"No telephone message arrived, but the butler went without his sleep and waited for it until four o’clock—until long after there was anyone to give it to if it came.",-0.1531,0.0,0.052,0.948,0,1,0
561,He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight was upon the scarcely created grass.,-0.3597,0.048,0.089,0.863,0,1,0
562,I drove from the station directly to Gatsby’s house and my rushing anxiously up the front steps was the first thing that alarmed anyone.,-0.5106,0.0,0.17,0.83,0,1,0
563,A small gust of wind that scarcely corrugated the surface was enough to disturb its accidental course with its accidental burden.,-0.7351,0.0,0.339,0.661,0,1,0
564,"When Michaelis’s testimony at the inquest brought to light Wilson’s suspicions of his wife I thought the whole tale would shortly be served up in racy pasquinade—but Catherine, who might have said anything, didn’t say a word.",-0.3612,0.0,0.068,0.932,0,1,0
565,"I found myself on Gatsby’s side, and alone.",-0.25,0.0,0.25,0.75,0,1,0
566,"From the moment I telephoned news of the catastrophe to West Egg village, every surmise about him, and every practical question, was referred to me.",-0.6597,0.0,0.161,0.839,0,1,0
567,“Left no address?” “No.” “Say when they’d be back?” “No.” “Any idea where they are?,-0.4098,0.0,0.164,0.836,0,1,0
568,Don’t worry.,-0.4404,0.0,0.744,0.256,0,1,0
569,"The butler gave me his office address on Broadway, and I called Information, but by the time I had the number it was long after five, and no one answered the phone.",-0.3291,0.045,0.087,0.868,0,1,0
570,"I’m afraid no one’s there.” I went back to the drawing-room and thought for an instant that they were chance visitors, all these official people who suddenly filled it.",-0.0516,0.066,0.073,0.861,0,1,0
571,"But, though they drew back the sheet and looked at Gatsby with shocked eyes, his protest continued in my brain: “Look here, old sport, you’ve got to get somebody for me.",-0.5106,0.0,0.129,0.871,0,1,0
572,You’ve got to try hard.,-0.1027,0.0,0.259,0.741,0,1,0
573,"I can’t go through this alone.” Someone started to ask me questions, but I broke away and going upstairs looked hastily through the unlocked parts of his desk—he’d never told me definitely that his parents were dead.",-0.9265,0.0,0.281,0.719,0,1,0
