,Word/Token,Count
3313,Half,2
3314,amputated,1
3315,wheel—he,1
3316,upward,1
3317,suspected,4
3318,dropped,7
3319,notice,3
3320,stopped.,1
3321,straightening,1
3322,determined,4
3323,Wonder,1
3324,ff,1
3325,Back,1
3326,Put,1
3327,reverse.,1
3328,harm,2
3329,caterwauling,1
3330,crescendo,1
3331,wafer,1
3332,surviving,1
3333,emptiness,1
3334,flow,3
3335,endowing,1
3336,isolation,1
3337,gesture,4
3338,farewell,1
3339,Reading,1
3340,written,1
3341,events,2
3342,absorbed,4
3343,contrary,1
3344,merely,4
3345,personal,4
3346,affairs,2
3347,westward,1
3348,chasms,1
3349,Probity,1
3350,Trust,1
3351,clerks,3
3352,bond-salesmen,1
3353,lunched,1
3354,restaurants,1
3355,pig,1
3356,sausages,1
3357,mashed,1
3358,potatoes,1
3359,coffee,7
3360,Jersey,2
3361,City,2
3362,accounting,2
3363,department,1
3364,vacation,1
3365,blow,1
3366,quietly,1
3367,Club—for,1
3368,gloomiest,1
3369,event,1
3370,day—and,1
3371,studied,1
3372,investments,1
3373,generally,1
3374,rioters,1
3375,mellow,1
3376,Madison,1
3377,Murray,1
3378,Hill,4
3379,Hotel,5
3380,33rd,1
3381,racy,2
3382,adventurous,1
3383,satisfaction,3
3384,flicker,2
3385,liked,5
3386,pick,5
3387,crowd,9
3388,imagine,1
3389,enter,3
3390,lives,1
3391,disapprove,1
3392,corners,4
3393,hidden,1
3394,metropolitan,1
3395,haunting,1
3396,loneliness,2
3397,others—poor,1
3398,loitered,1
3399,solitary,2
3400,dinner—young,1
3401,wasting,2
3402,poignant,1
3403,lanes,1
3404,Forties,1
3405,lined,2
3406,throbbing,1
3407,theatre,1
3408,district,1
3409,sinking,1
3410,Forms,1
3411,taxis,1
3412,unheard,1
3413,jokes,1
3414,lighted,3
3415,unintelligible,1
3416,Imagining,1
3417,sharing,1
3418,wished,1
3419,midsummer,2
3420,flattered,3
3421,champion,1
3422,tender,1
3423,haughty,2
3424,something—most,1
3425,affectations,1
3426,conceal,2
3427,eventually,1
3428,beginning—and,1
3429,house-party,2
3430,Warwick,1
3431,it—and,1
3432,nearly,2
3433,newspapers—a,1
3434,ball,2
3435,semifinal,1
3436,round,1
3437,proportions,1
3438,scandal—then,1
3439,caddy,1
3440,retracted,1
3441,statement,4
3442,witness,2
3443,admitted,4
3444,mistaken,1
3445,incident,3
3446,remained,5
3447,instinctively,2
3448,avoided,2
3449,clever,1
3450,shrewd,1
3451,safer,1
3452,plane,1
3453,divergence,1
3454,code,1
3455,impossible,2
3456,incurably,1
3457,dishonest,1
3458,endure,2
3459,disadvantage,1
3460,unwillingness,1
3461,dealing,1
3462,subterfuges,1
3463,order,7
3464,insolent,1
3465,satisfy,1
3466,demands,1
3467,Dishonesty,1
3468,blame,1
3469,deeply—I,1
3470,sorry,5
3471,workmen,2
3472,fender,2
3473,flicked,1
3474,rotten,2
3475,protested,1
3476,Either,1
3477,careful,2
3478,careful.,1
3479,not.,1
3480,takes,1
3481,accident.,1
3482,Suppose,3
3483,careless,5
3484,yourself.,2
3485,straight,4
3486,ahead,4
3487,deliberately,3
3488,shifted,2
3489,relations,1
3490,loved,19
3491,slow-thinking,1
3492,brakes,3
3493,desires,1
3494,definitely,5
3495,tangle,1
3496,writing,1
3497,letters,2
3498,signing,1
3499,Love,2
3500,tennis,2
3501,faint,8
3502,moustache,1
3503,perspiration,2
3504,upper,5
3505,lip,1
3506,Nevertheless,3
3507,vague,5
3508,understanding,2
3509,tactfully,1
3510,free,4
3511,Everyone,1
3512,suspects,1
3513,cardinal,1
3514,virtues,1
3515,honest,2
3516,church,9
3517,bells,3
3518,alongshore,3
3519,twinkled,1
3520,hilariously,2
3521,bootlegger,3
3522,flowers,7
3523,Von,1
3524,Hindenburg,1
3525,devil,3
3526,Reach,1
3527,pour,1
3528,crystal,1
3529,glass.,1
3530,empty,4
3531,spaces,1
3532,timetable,3
3533,disintegrating,1
3534,folds,3
3535,headed,1
3536,schedule,2
3537,5th,1
3538,1922.,1
3539,generalities,1
3540,hospitality,3
3541,paid,2
3542,subtle,1
3543,Beckers,1
3544,Leeches,1
3545,Bunsen,1
3546,Webster,1
3547,Civet,3
3548,drowned,2
3549,Maine,1
3550,Hornbeams,1
3551,Willie,1
3552,Voltaires,1
3553,Blackbuck,1
3554,flipped,3
3555,noses,1
3556,goats,1
3557,whosoever,1
3558,Ismays,1
3559,Chrysties,1
3560,Hubert,1
3561,Auerbach,1
3562,Chrystie,1
3563,Edgar,2
3564,Beaver,1
3565,cotton-white,1
3566,winter,3
3567,Clarence,1
3568,Endive,1
3569,knickerbockers,1
3570,bum,1
3571,Etty,1
3572,farther,2
3573,Cheadles,1
3574,O.,1
3575,R.,1
3576,P.,2
3577,Schraeders,1
3578,Stonewall,1
3579,Jackson,1
3580,Abrams,1
3581,Georgia,1
3582,Fishguards,1
3583,Ripley,1
3584,Snells,1
3585,Snell,1
3586,penitentiary,1
3587,gravel,4
3588,Ulysses,1
3589,Swett,1
3590,automobile,2
3591,Dancies,1
3592,S.,3
3593,Whitebait,1
3594,sixty,1
3595,Maurice,1
3596,A.,1
3597,Flink,1
3598,Hammerheads,1
3599,Beluga,2
3600,tobacco,1
3601,importer,1
3602,Poles,1
3603,Mulreadys,1
3604,Cecil,2
3605,Roebuck,1
3606,Schoen,1
3607,Gulick,1
3608,State,1
3609,senator,1
3610,Newton,1
3611,Orchid,1
3612,controlled,1
3613,Films,1
3614,Par,1
3615,Excellence,1
3616,Eckhaust,1
3617,Clyde,1
3618,Cohen,1
3619,Schwartz,1
3620,son,6
3621,Arthur,1
3622,McCarty,1
3623,connected,2
3624,Catlips,1
3625,Bembergs,1
3626,G.,1
3627,Earl,2
3628,Muldoon,2
3629,strangled,1
3630,Da,1
3631,Fontano,1
3632,promoter,1
3633,Ed,1
3634,Legros,1
3635,James,6
3636,B,1
3637,Rot-Gut,1
3638,Ferret,2
3639,De,1
3640,Jongs,1
3641,Ernest,1
3642,Lilly—they,1
3643,gamble,1
3644,cleaned,1
3645,Associated,1
3646,Traction,1
3647,fluctuate,1
3648,profitably,1
3649,Klipspringer,6
3650,boarder,1
3651,—I,2
3652,theatrical,1
3653,Gus,1
3654,Waize,1
3655,Horace,1
3656,O,3
3657,Donavan,1
3658,Lester,1
3659,Myer,1
3660,Duckweed,1
3661,Francis,1
3662,Bull,1
3663,Also,1
3664,Chromes,1
3665,Backhyssons,1
3666,Dennickers,1
3667,Russel,1
3668,Betty,1
3669,Corrigans,1
3670,Kellehers,1
3671,Dewars,1
3672,Scullys,1
3673,W.,1
3674,Belcher,1
3675,Smirkes,1
3676,Quinns,1
3677,divorced,1
3678,Henry,2
3679,L.,1
3680,Palmetto,1
3681,Times,1
3682,Square,1
3683,Benny,1
3684,McClenahan,1
3685,inevitably,1
3686,names—Jaqueline,1
3687,Consuela,1
3688,Gloria,1
3689,Judy,1
3690,melodious,1
3691,months,8
3692,sterner,1
3693,capitalists,1
3694,confess,1
3695,addition,1
3696,Faustina,1
3697,Brien,1
3698,Baedeker,5
3699,Brewer,1
3700,shot,5
3701,Albrucksburger,1
3702,Haag,1
3703,fiancée,1
3704,Ardita,1
3705,Fitz-Peters,1
3706,Jewett,1
3707,Legion,2
3708,Claudia,1
3709,Hip,1
3710,reputed,1
3711,prince,1
3712,Duke,1
3713,lurched,1
3714,rocky,1
3715,melody,2
3716,three-noted,1
3717,horn,1
3718,urgent,1
3719,invitation,1
3720,frequent,1
3721,use,8
3722,ride,5
3723,together.,4
3724,dashboard,1
3725,resourcefulness,1
3726,peculiarly,2
3727,American—that,1
3728,lifting,1
3729,youth,4
3730,formless,1
3731,grace,1
3732,sporadic,1
3733,games,1
3734,punctilious,1
3735,restlessness,1
3736,tapping,1
3737,impatient,1
3738,closing,2
3739,admiration,2
3740,nickel,1
3741,swollen,3
3742,monstrous,1
3743,triumphant,1
3744,hatboxes,1
3745,supper-boxes,1
3746,toolboxes,1
3747,terraced,1
3748,labyrinth,1
3749,windshields,1
3750,mirrored,2
3751,suns,1
3752,layers,1
3753,conservatory,1
3754,perhaps,12
3755,undefined,1
3756,disconcerting,1
3757,sentences,1
3758,unfinished,1
3759,indecisively,1
3760,caramel-coloured,1
3761,overwhelmed,1
3762,generalized,1
3763,evasions,1
3764,deserves,1
3765,wrong,6
3766,stories,1
3767,hear.,1
3768,accusations,2
3769,flavoured,1
3770,truth.,1
3771,divine,1
3772,retribution,1
3773,West—all,1
3774,dead,11
3775,educated,3
3776,ancestors,1
3777,tradition.,1
3778,sideways—and,1
3779,phrase,4
3780,swallowed,2
3781,choked,2
3782,bothered,1
3783,San,1
3784,Francisco.,1
3785,see.,6
3786,money.,2
3787,memory,5
3788,extinction,1
3789,haunted,3
3790,pulling,1
3791,leg,2
3792,otherwise,1
3793,rajah,1
3794,capitals,1
3795,Europe—Paris,1
3796,Venice,1
3797,Rome—collecting,1
3798,jewels,2
3799,chiefly,1
3800,rubies,3
3801,hunting,1
3802,managed,1
3803,restrain,1
3804,incredulous,3
3805,phrases,2
3806,worn,3
3807,threadbare,1
3808,evoked,1
3809,image,1
3810,turbaned,1
3811,character,3
3812,leaking,2
3813,sawdust,1
3814,pore,1
3815,tiger,1
3816,Bois,1
3817,Boulogne,1
3818,relief,2
3819,die,1
3820,bear,2
3821,commission,1
3822,lieutenant,2
3823,Argonne,2
3824,remains,1
3825,machine-gun,1
3826,battalion,1
3827,gap,1
3828,infantry,2
3829,advance,1
3830,sixteen,1
3831,Lewis,1
3832,guns,1
3833,insignia,1
3834,divisions,1
3835,piles,1
3836,promoted,1
3837,major,2
3838,Allied,1
3839,government,2
3840,decoration—even,1
3841,Montenegro,6
3842,Adriatic,1
3843,Sea,1
3844,Little,2
3845,them—with,1
3846,comprehended,1
3847,troubled,1
3848,sympathized,1
3849,brave,2
3850,struggles,2
3851,Montenegrin,1
3852,appreciated,1
3853,fully,3
3854,elicited,2
3855,incredulity,1
3856,fascination,1
3857,skimming,1
3858,pocket,4
3859,metal,3
3860,slung,1
3861,ribbon,1
3862,palm,1
3863,Montenegro.,1
3864,authentic,1
3865,Orderi,1
3866,di,1
3867,Danilo,1
3868,circular,2
3869,legend,1
3870,Nicolas,1
3871,Rex.,1
3872,Turn,1
3873,Major,1
3874,Valour,1
3875,Extraordinary.,1
3876,carry,4
3877,souvenir,1
3878,Trinity,1
3879,Quad—the,1
3880,Doncaster.,1
3881,blazers,1
3882,loafing,2
3883,archway,1
3884,spires,1
3885,younger—with,1
3886,cricket,1
3887,bat,1
3888,true,6
3889,skins,1
3890,tigers,1
3891,flaming,1
3892,Grand,1
3893,Canal,1
3894,chest,1
3895,crimson-lighted,1
3896,depths,1
3897,gnawings,1
3898,pocketing,1
3899,souvenirs,1
3900,strangers,1
3901,tea.,3
3902,consented,1
3903,matter.,1
3904,faintest,1
3905,tea,6
3906,discuss,2
3907,overpopulated,1
3908,correctness,1
3909,neared,1
3910,Port,2
3911,glimpse,3
3912,red-belted,1
3913,oceangoing,1
3914,ships,1
3915,sped,2
3916,cobbled,1
3917,slum,1
3918,undeserted,1
3919,saloons,1
3920,faded-gilt,1
3921,nineteen-hundreds,1
3922,sides,1
3923,straining,1
3924,pump,3
3925,panting,1
3926,fenders,1
3927,scattered,1
3928,Astoria—only,1
3929,twisted,1
3930,pillars,1
3931,elevated,3
3932,jug-jug-spat,1
3933,motorcycle,2
3934,frantic,1
3935,rode,1
3936,alongside,2
3937,slowed,4
3938,card,4
3939,wallet,3
3940,Right,2
3941,tipping,1
3942,cap,3
3943,Know,1
3944,commissioner,1
3945,sends,2
3946,Over,2
3947,bridge,4
3948,sunlight,5
3949,girders,2
3950,heaps,1
3951,sugar,1
3952,lumps,1
3953,built,3
3954,wish,2
3955,nonolfactory,1
3956,Queensboro,1
3957,mystery,3
3958,hearse,2
3959,heaped,1
3960,blooms,1
3961,carriages,2
3962,blinds,2
3963,tragic,4
3964,southeastern,1
3965,splendid,2
3966,sombre,1
3967,holiday,2
3968,Blackwell,1
3969,limousine,3
3970,driven,2
3971,modish,1
3972,negroes,1
3973,bucks,1
3974,yolks,1
3975,eyeballs,1
3976,rolled,2
3977,rivalry,1
3978,Anything,3
3979,Roaring,1
3980,noon,6
3981,well-fanned,1
3982,Forty-second,1
3983,cellar,2
3984,Blinking,1
3985,brightness,1
3986,picked,5
3987,obscurely,2
3988,anteroom,1
3989,Mr,3
3990,Wolfshiem.,2
3991,flat-nosed,1
3992,Jew,1
3993,growths,1
3994,luxuriated,1
3995,nostril,1
3996,discovered,5
3997,tiny,2
3998,half-darkness,1
3999,—So,1
4000,Wolfshiem,29
4001,shaking,6
4002,evidently,3
4003,addressing,1
4004,covered,4
4005,expressive,1
4006,handed,3
4007,Katspaugh,2
4008,pay,4
4009,penny,1
4010,shuts,1
4011,mouth.,2
4012,sentence,2
4013,starting,4
4014,lapsed,2
4015,somnambulatory,1
4016,abstraction,1
4017,Highballs,1
4018,waiter,5
4019,presbyterian,1
4020,nymphs,1
4021,highballs,2
4022,small—yes,1
4023,memories.,1
4024,Metropole.,1
4025,Metropole,2
4026,brooded,1
4027,gloomily,2
4028,Filled,2
4029,Rosy,4
4030,Rosenthal,1
4031,six,6
4032,eat,9
4033,lot,9
4034,bastards,1
4035,help,7
4036,room.,2
4037,daylight.,1
4038,went.,1
4039,sidewalk,4
4040,belly,1
4041,Four,1
4042,electrocuted,1
4043,remembering,2
4044,Five,2
4045,Becker.,1
4046,nostrils,2
4047,gonnegtion.,1
4048,juxtaposition,1
4049,startling,1
4050,succulent,1
4051,hash,1
4052,forgetting,1
4053,sentimental,4
4054,atmosphere,1
4055,ferocious,2
4056,delicacy,1
4057,meanwhile,1
4058,roved,1
4059,room—he,1
4060,completed,1
4061,arc,1
4062,inspect,1
4063,directly,2
4064,presence,9
4065,beneath,6
4066,mysteries,1
4067,frankly,1
4068,underhand,1
4069,sportswoman,1
4070,following,5
4071,Fine,1
4072,Handsome,1
4073,gentleman.,1
4074,Yes.,5
4075,Oggsford,4
4076,College,4
4077,England,4
4078,colleges,1
4079,world.,2
4080,gratified,1
4081,pleasure,1
4082,introduce,1
4083,sister.,1
4084,paused,2
4085,cuff,2
4086,buttons.,1
4087,composed,1
4088,oddly,2
4089,ivory,1
4090,Finest,1
4091,specimens,1
4092,molars,1
4093,inspected,1
4094,idea.,1
4095,Yeah.,2
4096,sleeves,1
4097,Yeah,1
4098,wife.,1
4099,instinctive,1
4100,trust,5
4101,drank,5
4102,jerk,3
4103,outstay,1
4104,welcome.,1
4105,hurry,2
4106,Meyer,7
4107,benediction,2
4108,belong,3
4109,solemnly,2
4110,your—,1
4111,supplied,1
4112,imaginary,1
4113,noun,1
4114,impose,1
4115,longer.,1
4116,offend,1
4117,becomes,1
4118,York—a,1
4119,denizen,1
4120,Broadway.,1
4121,actor,1
4122,No.,4
4123,dentist,1
4124,gambler.,1
4125,fixed,3
4126,Series,4
4127,1919.,1
4128,Fixed,1
4129,staggered,1
4130,1919,2
4131,inevitable,2
4132,start,6
4133,faith,2
4134,million,1
4135,people—with,1
4136,single-mindedness,1
4137,burglar,1
4138,blowing,1
4139,safe,3
4140,opportunity.,1
4141,jail,2
4142,smart,1
4143,paying,1
4144,check,1
4145,hello,3
4146,someone.,1
4147,furious,1
4148,Buchanan.,2
4149,briefly,1
4150,unfamiliar,9
4151,October,3
4152,nineteen-seventeen—,1
4153,tea-garden,1
4154,Plaza,3
4155,sidewalks,2
4156,happier,1
4157,rubber,1
4158,knobs,1
4159,soles,1
4160,plaid,1
4161,skirt,1
4162,banners,2
4163,tut-tut-tut-tut,1
4164,disapproving,1
4165,largest,2
4166,Fay,1
4167,eighteen,2
4168,older,3
4169,roadster,2
4170,officers,3
4171,Camp,2
4172,Taylor,2
4173,privilege,2
4174,monopolizing,1
4175,Anyways,1
4176,opposite,2
4177,kerb,1
4178,engrossed,2
4179,unexpectedly,2
4180,admired,4
4181,Red,1
4182,Cross,1
4183,bandages,1
4184,officer,3
4185,sometime,1
4186,years—even,1
4187,nineteen-seventeen,1
4188,beaux,1
4189,tournaments,1
4190,crowd—when,1
4191,Wild,1
4192,circulating,1
4193,her—how,1
4194,packing,1
4195,bag,2
4196,soldier,1
4197,effectually,1
4198,soldiers,1
4199,flat-footed,1
4200,shortsighted,1
4201,début,1
4202,armistice,3
4203,February,1
4204,presumably,1
4205,Orleans,1
4206,pomp,1
4207,circumstance,1
4208,hired,1
4209,Muhlbach,1
4210,wedding,2
4211,pearls,3
4212,valued,1
4213,bridesmaid,1
4214,bridal,1
4215,flowered,2
4216,dress—and,1
4217,monkey,1
4218,Sauterne,1
4219,Gratulate,1
4220,oh,1
4221,enjoy,1
4222,dearies.,1
4223,groped,2
4224,wastebasket,1
4225,Take,1
4226,em,4
4227,downstairs,5
4228,whoever,1
4229,Say,2
4230,cry—she,1
4231,maid,2
4232,tub,1
4233,soap-dish,1
4234,snow,4
4235,spirits,1
4236,ammonia,1
4237,forehead,2
4238,hooked,1
4239,shiver,1
4240,trip,2
4241,South,1
4242,Seas,1
4243,Santa,3
4244,Barbara,3
4245,mad,3
4246,uneasily,1
4247,abstracted,1
4248,rubbing,1
4249,unfathomable,1
4250,delight,2
4251,together—it,1
4252,hushed,2
4253,fascinated,2
4254,August,2
4255,Ventura,1
4256,ripped,3
4257,broken—she,1
4258,chambermaids,1
4259,April,1
4260,Cannes,1
4261,Deauville,1
4262,settle,1
4263,reputation,1
4264,Perhaps,7
4265,advantage,2
4266,hard-drinking,1
4267,moreover,1
4268,irregularity,1
4269,amour,1
4270,all—and,1
4271,you—do,1
4272,—if,1
4273,described,3
4274,him—I,1
4275,asleep—she,1
4276,finished,3
4277,telling,3
4278,victoria,1
4279,Central,2
4280,movie,1
4281,Fifties,1
4282,clear,3
4283,crickets,1
4284,Sheik,1
4285,Araby,1
4286,belongs,1
4287,Into,1
4288,tent,2
4289,creep—,1
4290,coincidence,2
4291,bay.,1
4292,aspired,1
4293,delivered,1
4294,womb,1
4295,splendour,2
4296,invite,4
4297,modesty,1
4298,dispensed,1
4299,starlight,1
4300,moths—so,1
4301,offended,2
4302,tough,2
4303,underneath,2
4304,door.,3
4305,wander,1
4306,asking,1
4307,dance,5
4308,abandon,1
4309,name.,4
4310,dipped,1
4311,dealt,1
4312,universal,1
4313,jauntily,2
4314,circle,6
4315,ears,1
4316,heady,1
4317,pursuing,1
4318,busy,2
4319,tired.,1
4320,Does,3
4321,barrier,2
4322,façade,1
4323,Fifty-Ninth,1
4324,delicate,1
4325,Unlike,1
4326,disembodied,1
4327,cornices,1
4328,blinding,1
4329,signs,2
4330,tightening,1
4331,scornful,2
4332,closer,2
4333,fire,4
4334,peninsula,1
4335,blazing,2
4336,unreal,2
4337,shrubbery,3
4338,elongating,1
4339,glints,1
4340,roadside,1
4341,wires,2
4342,rout,1
4343,hide-and-go-seek,1
4344,sardines-in-the-box,1
4345,thrown,4
4346,Fair,1
4347,Coney,2
4348,late.,1
4349,plunge,1
4350,summer.,1
4351,suppressed,1
4352,carelessly,1
4353,trouble.,1
4354,corrected,4
4355,grass—there,1
4356,darker,1
4357,well-kept,1
4358,expanse,1
4359,uncertainly,1
4360,least—,1
4361,fumbled,2
4362,beginnings,1
4363,thought—why,1
4364,reassure,2
4365,confidently,1
4366,my—you,1
4367,much—You,1
4368,Trying,1
4369,happens,1
4370,confidential,1
4371,thing.,1
4372,crises,1
4373,offer,1
4374,tactlessly,1
4375,rendered,1
4376,choice,1
4377,obliged,2
4378,work.,1
4379,shying,1
4380,gonnegtion,2
4381,hoping,1
4382,responsive,1
4383,unwillingly,2
4384,lightheaded,1
4385,hours,6
4386,blazed,1
4387,gaudily,1
4388,warned,3
4389,Tom.,1
4390,pouring,2
4391,raincoat,1
4392,dragging,1
4393,lawn-mower,1
4394,Finn,4
4395,Village,1
4396,search,1
4397,soggy,2
4398,alleys,1
4399,cups,2
4400,unnecessary,1
4401,greenhouse,1
4402,receptacles,1
4403,contain,1
4404,nervously,2
4405,flannel,2
4406,shirt,2
4407,gold-coloured,1
4408,tie,1
4409,sleeplessness,1
4410,mean.,1
4411,yard.,1
4412,judging,1
4413,Looks,1
4414,Journal,1
4415,need,3
4416,of—of,1
4417,reproachfully,1
4418,Together,1
4419,scrutinized,2
4420,lemon,1
4421,cakes,2
4422,delicatessen,1
4423,shop,1
4424,Will,3
4425,hollowly,2
4426,cooled,1
4427,half-past,3
4428,mist,2
4429,occasional,1
4430,drops,2
4431,swam,1
4432,dew,2
4433,vacant,1
4434,Clay,1
4435,Economics,1
4436,tread,1
4437,peering,2
4438,bleared,1
4439,alarming,1
4440,happenings,1
4441,Finally,3
4442,pressing,2
4443,elsewhere,1
4444,wait,12
4445,day.,2
4446,silly,2
4447,four.,1
4448,lane,1
4449,harrowed,1
4450,dripping,1
4451,lilac-trees,1
4452,sideways,1
4453,three-cornered,1
4454,ecstatic,3
4455,dearest,1
4456,exhilarating,1
4457,ripple,1
4458,tonic,1
4459,follow,4
4460,streak,1
4461,dash,1
4462,paint,1
4463,Are,4
4464,Castle,1
4465,Rackrent,1
4466,Ferdie.,2
4467,gasoline,2
4468,overwhelming,2
4469,deserted,1
4470,knocking,1
4471,death,5
4472,weights,1
4473,puddle,1
4474,glaring,1
4475,tragically,2
4476,stalked,1
4477,Aware,1
4478,increasing,2
4479,choking,1
4480,certainly,6
4481,awfully,1
4482,again.,2
4483,endured,1
4484,horribly,2
4485,reclining,1
4486,mantelpiece,2
4487,counterfeit,1
4488,boredom,1
4489,defunct,1
4490,distraught,1
4491,frightened,4
4492,graceful,2
4493,momentarily,3
4494,parted,4
4495,Luckily,1
4496,tilt,1
4497,dangerously,1
4498,pressure,3
4499,rigidly,2
4500,tropical,1
4501,burn,1
4502,muster,1
4503,commonplace,1
4504,idiotically,1
4505,smashed,2
4506,matter-of-fact,1
4507,November.,1
4508,automatic,1
4509,desperate,1
4510,demoniac,1
4511,Amid,1
4512,welcome,1
4513,conscientiously,1
4514,unhappy,2
4515,calmness,1
4516,excuse,1
4517,possible,2
4518,immediate,3
4519,alarm,1
4520,back.,2
4521,go.,2
4522,wildly,2
4523,miserable,2
4524,mistake.,1
4525,embarrassed,4
4526,luckily,1
4527,loud.,1
4528,acting,2
4529,rude,1
4530,unforgettable,1
4531,reproach,1
4532,cautiously,1
4533,way—just,1
4534,circuit,1
4535,before—and,2
4536,knotted,1
4537,massed,2
4538,fabric,1
4539,irregular,1
4540,well-shaved,1
4541,abounded,1
4542,muddy,1
4543,prehistoric,1
4544,Kant,1
4545,steeple,1
4546,brewer,1
4547,period,2
4548,craze,1
4549,decade,3
4550,taxes,1
4551,neighbouring,1
4552,cottages,1
4553,owners,1
4554,thatched,1
4555,refusal,1
4556,Found,1
4557,Family—he,1
4558,decline,1
4559,sold,3
4560,willing,2
4561,eager,2
4562,serfs,1
4563,obstinate,1
4564,peasantry,1
4565,shone,1
4566,grocer,2
4567,rounded,1
4568,material,3
4569,dinner—I,1
4570,spoonful,1
4571,central,2
4572,spat,1
4573,meditatively,1
4574,While,3
4575,swelling,1
4576,gusts,1
4577,fallen,3
4578,in—after,1
4579,noise,1
4580,stove—but,1
4581,vestige,1
4582,smeared,1
4583,mirror,3
4584,confounding,1
4585,glowed,2
4586,exultation,1
4587,well-being,1
4588,radiated,1
4589,raining.,2
4590,twinkle-bells,1
4591,weather,3
4592,recurrent,1
4593,Jay.,1
4594,throat,3
4595,aching,1
4596,grieving,1
4597,joy,2
4598,around.,2
4599,wash,1
4600,face—too,1
4601,humiliation,1
4602,towels—while,1
4603,catches,1
4604,light.,2
4605,arched,1
4606,earn,1
4607,inherited,2
4608,automatically,3
4609,panic—the,1
4610,panic,3
4611,appropriate,2
4612,drug,1
4613,proposed,1
4614,rows,1
4615,buttons,1
4616,gleamed,1
4617,Celebrated,1
4618,people.,1
4619,shortcut,2
4620,postern,1
4621,enchanting,1
4622,murmurs,1
4623,aspect,1
4624,feudal,1
4625,sparkling,2
4626,odour,3
4627,jonquils,1
4628,frothy,1
4629,hawthorn,1
4630,plum,1
4631,blossoms,1
4632,kiss-me-at-the-gate,1
4633,Marie,1
4634,Antoinette,1
4635,music-rooms,1
4636,Restoration,1
4637,Salons,1
4638,Merton,1
4639,Library,1
4640,break,2
4641,bedrooms,3
4642,swathed,1
4643,vivid,4
4644,dressing-rooms,1
4645,poolrooms,1
4646,bathrooms,2
4647,baths—intruding,1
4648,chamber,1
4649,dishevelled,1
4650,pyjamas,1
4651,liver,1
4652,exercises,1
4653,boarder.,1
4654,wandering,1
4655,hungrily,1
4656,Adam,1
4657,study,1
4658,Chartreuse,1
4659,cupboard,1
4660,revalued,1
4661,measure,1
4662,response,1
4663,well-loved,1
4664,possessions,2
4665,dazed,1
4666,astounding,1
4667,none,2
4668,toppled,1
4669,simplest,2
4670,all—except,1
4671,dresser,1
4672,toilet,1
4673,pure,1
4674,brush,1
4675,smoothed,1
4676,shaded,1
4677,funniest,1
4678,t—When,1
4679,visibly,2
4680,states,1
4681,entering,1
4682,unreasoning,1
4683,consumed,1
4684,dreamed,1
4685,teeth,1
4686,inconceivable,1
4687,pitch,1
4688,reaction,2
4689,over-wound,1
4690,Recovering,1
4691,cabinets,1
4692,dressing-gowns,1
4693,ties,1
4694,shirts,6
4695,piled,1
4696,bricks,1
4697,stacks,1
4698,buys,1
4699,selection,1
4700,fall.,2
4701,pile,1
4702,thick,8
4703,many-coloured,2
4704,disarray,1
4705,heap,1
4706,higher—shirts,1
4707,stripes,1
4708,scrolls,1
4709,plaids,1
4710,coral,1
4711,apple-green,1
4712,orange,1
4713,monograms,1
4714,indian,1
4715,cry,4
4716,stormily,1
4717,sobbed,1
4718,muffled,3
4719,makes,1
4720,such—such,1
4721,grounds,1
4722,flowers—but,1
4723,corrugated,2
4724,surface,2
4725,burns,1
4726,dock.,1
4727,Possibly,1
4728,Compared,1
4729,star,2
4730,count,2
4731,objects,3
4732,examining,2
4733,indefinite,2
4734,elderly,1
4735,yachting,3
4736,hung,3
4737,desk,3
4738,Dan,8
4739,Cody,13
4740,bureau—Gatsby,1
4741,defiantly—taken,1
4742,adore,1
4743,pompadour,1
4744,pompadour—or,1
4745,yacht.,1
4746,clippings—about,1
4747,receiver,5
4748,Detroit,2
4749,falling,3
4750,west,1
4751,pink,6
4752,billow,1
4753,foamy,1
4754,clouds,3
4755,satisfactorily,1
4756,piano.,1
4757,Ewing,2
4758,accompanied,1
4759,shell-rimmed,1
4760,scanty,1
4761,decently,1
4762,clothed,1
4763,sneakers,1
4764,duck,2
4765,trousers,2
4766,nebulous,1
4767,hue,1
4768,interrupt,2
4769,exercise,2
4770,spasm,1
4771,plays,1
4772,t—hardly,1
4773,prac—,2
4774,switch,1
4775,music-room,2
4776,lamp,1
4777,cigarette,5
4778,match,2
4779,save,2
4780,bounced,1
4781,Nest,1
4782,bench,2
4783,unhappily,2
4784,commanded,2
4785,Play,1
4786,Ain,1
4787,fun—,1
4788,Outside,1
4789,thunder,1
4790,men-carrying,1
4791,plunging,1
4792,generating,1
4793,surer,2
4794,richer,1
4795,get—children,1
4796,meantime,1
4797,time—,1
4798,bewilderment,1
4799,happiness,1
4800,tumbled,2
4801,dreams—not,1
4802,fault,2
4803,illusion,1
4804,passion,1
4805,adding,2
4806,decking,1
4807,feather,1
4808,amount,4
4809,freshness,2
4810,challenge,1
4811,store,4
4812,adjusted,1
4813,fluctuating,1
4814,feverish,1
4815,over-dreamed—that,1
4816,deathless,1
4817,ambitious,2
4818,reporter,2
4819,Why—any,1
4820,transpired,1
4821,connection,4
4822,reveal,1
4823,laudable,1
4824,random,1
4825,notoriety,1
4826,hundreds,2
4827,authorities,1
4828,Contemporary,1
4829,legends,1
4830,underground,1
