w0,w1,w2,n,p
lunch,with,mr,1,1.931807205640877e-05
lunched,with,them,1,1.931807205640877e-05
luncheon,,said,1,1.931807205640877e-05
luncheon,and,his,1,1.931807205640877e-05
luncheon,in,new,1,1.931807205640877e-05
luncheon,in,the,1,1.931807205640877e-05
lurch,didnt,you,1,1.931807205640877e-05
lurched,up,the,1,1.931807205640877e-05
lurches,away,from,1,1.931807205640877e-05
lurking,here,in,1,1.931807205640877e-05
lustily,as,vladmir,1,1.931807205640877e-05
lustreless,moon,<s>,1,1.931807205640877e-05
lutheran,college,of,1,1.931807205640877e-05
lutheran,minister,arrived,1,1.931807205640877e-05
luxuriated,in,either,1,1.931807205640877e-05
luxury,of,star,1,1.931807205640877e-05
lying,<s>,<s>,1,1.931807205640877e-05
lying,half,asleep,1,1.931807205640877e-05
lying,on,her,1,1.931807205640877e-05
lying,on,that,1,1.931807205640877e-05
lying,so,he,1,1.931807205640877e-05
lyric,again,in,1,1.931807205640877e-05
m,<s>,<s>,2,3.863614411281754e-05
m,a,v,2,3.863614411281754e-05
machine,gun,battalion,1,1.931807205640877e-05
machine,guns,<s>,1,1.931807205640877e-05
machine,in,<s>,1,1.931807205640877e-05
machines,gives,to,1,1.931807205640877e-05
machines,that,register,1,1.931807205640877e-05
mad,<s>,<s>,2,3.863614411281754e-05
mad,about,her,1,1.931807205640877e-05
mad,act,as,1,1.931807205640877e-05
madame,<s>,<s>,1,1.931807205640877e-05
madame,but,we,1,1.931807205640877e-05
madame,de,maintenon,1,1.931807205640877e-05
madame,expects,you,1,1.931807205640877e-05
made,,<s>,1,1.931807205640877e-05
made,<s>,<s>,3,5.795421616922631e-05
made,a,bright,1,1.931807205640877e-05
made,a,clumsy,1,1.931807205640877e-05
made,a,fabric,1,1.931807205640877e-05
made,a,harsh,1,1.931807205640877e-05
made,a,little,1,1.931807205640877e-05
made,a,miserable,1,1.931807205640877e-05
made,a,mistake,1,1.931807205640877e-05
made,a,parallel,1,1.931807205640877e-05
made,a,pot,1,1.931807205640877e-05
made,a,sharp,1,1.931807205640877e-05
made,a,small,1,1.931807205640877e-05
made,a,stable,1,1.931807205640877e-05
made,a,story,1,1.931807205640877e-05
made,a,success,1,1.931807205640877e-05
made,accidental,,1,1.931807205640877e-05
made,an,attempt,2,3.863614411281754e-05
made,an,excuse,1,1.931807205640877e-05
made,boxesthats,a,1,1.931807205640877e-05
made,by,some,1,1.931807205640877e-05
made,damp,the,1,1.931807205640877e-05
made,frequent,use,1,1.931807205640877e-05
made,her,hard,1,1.931807205640877e-05
made,her,voice,1,1.931807205640877e-05
made,him,<s>,3,5.795421616922631e-05
made,him,automatically,1,1.931807205640877e-05
made,him,many,1,1.931807205640877e-05
made,him,physically,1,1.931807205640877e-05
made,him,step,1,1.931807205640877e-05
made,his,<s>,1,1.931807205640877e-05
made,it,look,1,1.931807205640877e-05
made,it,no,1,1.931807205640877e-05
made,lovely,for,1,1.931807205640877e-05
made,me,<s>,2,3.863614411281754e-05
made,me,lightheaded,1,1.931807205640877e-05
made,me,rigid,1,1.931807205640877e-05
made,me,suspicious,1,1.931807205640877e-05
made,my,bed,1,1.931807205640877e-05
made,no,difference,1,1.931807205640877e-05
made,no,sound,1,1.931807205640877e-05
made,of,leather,1,1.931807205640877e-05
made,plans,to,1,1.931807205640877e-05
made,that,she,1,1.931807205640877e-05
made,the,dim,1,1.931807205640877e-05
made,the,lights,1,1.931807205640877e-05
made,the,most,1,1.931807205640877e-05
made,the,pleasure,1,1.931807205640877e-05
made,them,feel,1,1.931807205640877e-05
made,them,less,1,1.931807205640877e-05
made,them,tranquil,1,1.931807205640877e-05
made,thin,elongating,1,1.931807205640877e-05
made,unintelligible,circles,1,1.931807205640877e-05
made,us,subtly,1,1.931807205640877e-05
made,way,for,1,1.931807205640877e-05
made,you,<s>,1,1.931807205640877e-05
made,you,a,1,1.931807205640877e-05
madison,avenue,past,1,1.931807205640877e-05
madman,,he,1,1.931807205640877e-05
madman,as,he,1,1.931807205640877e-05
maecenas,knew,<s>,1,1.931807205640877e-05
magazine,and,in,1,1.931807205640877e-05
magazine,on,the,1,1.931807205640877e-05
magazine,per,week,1,1.931807205640877e-05
magazines,<s>,<s>,2,3.863614411281754e-05
magic,of,her,1,1.931807205640877e-05
magic,upon,the,1,1.931807205640877e-05
magical,encounter,would,1,1.931807205640877e-05
magnanimous,<s>,<s>,1,1.931807205640877e-05
maid,and,we,1,1.931807205640877e-05
maid,began,opening,1,1.931807205640877e-05
main,gate,and,1,1.931807205640877e-05
main,hall,a,1,1.931807205640877e-05
main,street,ministering,1,1.931807205640877e-05
maine,<s>,<s>,1,1.931807205640877e-05
maintenon,to,his,1,1.931807205640877e-05
majestic,hand,<s>,1,1.931807205640877e-05
major,<s>,<s>,1,1.931807205640877e-05
major,and,every,1,1.931807205640877e-05
major,jay,gatsby,1,1.931807205640877e-05
majority,and,the,1,1.931807205640877e-05
make,<s>,<s>,1,1.931807205640877e-05
make,a,big,1,1.931807205640877e-05
make,a,christmas,1,1.931807205640877e-05
make,a,fool,1,1.931807205640877e-05
make,a,list,1,1.931807205640877e-05
make,a,point,1,1.931807205640877e-05
make,an,<s>,1,1.931807205640877e-05
make,any,sense,1,1.931807205640877e-05
make,bandages,<s>,1,1.931807205640877e-05
make,civilizationoh,science,1,1.931807205640877e-05
make,her,<s>,1,1.931807205640877e-05
make,her,stop,1,1.931807205640877e-05
make,it,ten,1,1.931807205640877e-05
make,love,to,1,1.931807205640877e-05
make,me,feel,1,1.931807205640877e-05
make,of,that,1,1.931807205640877e-05
make,people,<s>,1,1.931807205640877e-05
make,personal,remarks,1,1.931807205640877e-05
make,some,money,1,1.931807205640877e-05
make,something,of,1,1.931807205640877e-05
make,such,a,1,1.931807205640877e-05
make,tea,in,1,1.931807205640877e-05
make,us,a,1,1.931807205640877e-05
make,us,all,1,1.931807205640877e-05
make,very,muchyoure,1,1.931807205640877e-05
make,you,a,1,1.931807205640877e-05
make,your,house,1,1.931807205640877e-05
makes,me,sad,1,1.931807205640877e-05
making,a,<s>,1,1.931807205640877e-05
making,a,garage,1,1.931807205640877e-05
making,a,mistake,1,1.931807205640877e-05
making,a,shadow,1,1.931807205640877e-05
making,a,short,1,1.931807205640877e-05
making,a,small,1,1.931807205640877e-05
making,every,possible,1,1.931807205640877e-05
making,him,nibble,1,1.931807205640877e-05
making,me,uneasy,1,1.931807205640877e-05
making,only,a,1,1.931807205640877e-05
making,the,night,1,1.931807205640877e-05
malevolence,was,beyond,1,1.931807205640877e-05
malice,and,the,1,1.931807205640877e-05
man,,<s>,2,3.863614411281754e-05
man,,and,1,1.931807205640877e-05
man,,said,2,3.863614411281754e-05
man,,she,1,1.931807205640877e-05
man,<s>,<s>,25,0.00048295180141021924
man,a,<s>,1,1.931807205640877e-05
man,acting,sort,1,1.931807205640877e-05
man,anaemic,and,1,1.931807205640877e-05
man,and,not,1,1.931807205640877e-05
man,and,when,1,1.931807205640877e-05
man,at,the,1,1.931807205640877e-05
man,ate,together,1,1.931807205640877e-05
man,bending,over,1,1.931807205640877e-05
man,break,into,1,1.931807205640877e-05
man,came,after,1,1.931807205640877e-05
man,can,store,1,1.931807205640877e-05
man,could,<s>,1,1.931807205640877e-05
man,could,linger,1,1.931807205640877e-05
man,deranged,by,1,1.931807205640877e-05
man,did,should,1,1.931807205640877e-05
man,from,new,1,1.931807205640877e-05
man,from,the,1,1.931807205640877e-05
man,gatsby,sent,1,1.931807205640877e-05
man,gets,killed,1,1.931807205640877e-05
man,goddard,<s>,1,1.931807205640877e-05
man,had,heard,1,1.931807205640877e-05
man,in,a,2,3.863614411281754e-05
man,in,england,1,1.931807205640877e-05
man,in,my,1,1.931807205640877e-05
man,in,pyjamas,1,1.931807205640877e-05
man,in,that,1,1.931807205640877e-05
man,in,the,2,3.863614411281754e-05
man,in,yachting,1,1.931807205640877e-05
man,it,was,1,1.931807205640877e-05
man,like,james,1,1.931807205640877e-05
man,looked,at,1,1.931807205640877e-05
man,m,a,1,1.931807205640877e-05
man,more,<s>,1,1.931807205640877e-05
man,must,have,1,1.931807205640877e-05
man,named,<s>,1,1.931807205640877e-05
man,named,biloxi,1,1.931807205640877e-05
man,named,bunsen,1,1.931807205640877e-05
man,named,gatsby,1,1.931807205640877e-05
man,named,klipspringer,1,1.931807205640877e-05
man,named,sloane,1,1.931807205640877e-05
man,of,action,1,1.931807205640877e-05
man,of,fine,1,1.931807205640877e-05
man,of,thirty,1,1.931807205640877e-05
man,on,my,1,1.931807205640877e-05
man,once,<s>,1,1.931807205640877e-05
man,passed,us,1,1.931807205640877e-05
man,peered,doubtfully,1,1.931807205640877e-05
man,reached,her,1,1.931807205640877e-05
man,reputed,to,1,1.931807205640877e-05
man,said,amen,1,1.931807205640877e-05
man,smoking,two,1,1.931807205640877e-05
man,telling,over,1,1.931807205640877e-05
man,than,you,1,1.931807205640877e-05
man,there,<s>,1,1.931807205640877e-05
man,very,helpless,1,1.931807205640877e-05
man,was,talking,1,1.931807205640877e-05
man,when,he,1,1.931807205640877e-05
man,who,bore,1,1.931807205640877e-05
man,who,ever,1,1.931807205640877e-05
man,who,fixed,1,1.931807205640877e-05
man,who,gives,1,1.931807205640877e-05
man,who,had,2,3.863614411281754e-05
man,who,knew,1,1.931807205640877e-05
man,who,says,1,1.931807205640877e-05
man,with,<s>,1,1.931807205640877e-05
man,with,a,1,1.931807205640877e-05
man,with,disappointment,1,1.931807205640877e-05
man,with,enormous,1,1.931807205640877e-05
man,with,owl,1,1.931807205640877e-05
man,without,a,1,1.931807205640877e-05
man,working,on,1,1.931807205640877e-05
man,youd,like,1,1.931807205640877e-05
managed,to,restrain,1,1.931807205640877e-05
manit,was,the,1,1.931807205640877e-05
manner,<s>,<s>,1,1.931807205640877e-05
manner,in,the,1,1.931807205640877e-05
manner,perhaps,a,1,1.931807205640877e-05
manner,tightened,abruptly,1,1.931807205640877e-05
mans,,<s>,1,1.931807205640877e-05
mans,coat,<s>,1,1.931807205640877e-05
mans,coming,,1,1.931807205640877e-05
mans,eyes,<s>,1,1.931807205640877e-05
mans,voice,very,1,1.931807205640877e-05
mans,way,below,1,1.931807205640877e-05
mansion,<s>,<s>,1,1.931807205640877e-05
mansion,and,was,1,1.931807205640877e-05
mansion,inhabited,by,1,1.931807205640877e-05
mansion,overlooking,the,1,1.931807205640877e-05
mansion,where,he,1,1.931807205640877e-05
mantelpiece,clock,and,1,1.931807205640877e-05
mantelpiece,in,a,1,1.931807205640877e-05
manwhat,was,his,1,1.931807205640877e-05
many,<s>,<s>,2,3.863614411281754e-05
many,celebrities,,1,1.931807205640877e-05
many,coloured,,1,1.931807205640877e-05
many,coloured,disarray,1,1.931807205640877e-05
many,curious,natures,1,1.931807205640877e-05
many,days,<s>,1,1.931807205640877e-05
many,hands,<s>,1,1.931807205640877e-05
many,hours,he,1,1.931807205640877e-05
many,keyed,commotion,1,1.931807205640877e-05
many,layers,of,1,1.931807205640877e-05
many,men,had,1,1.931807205640877e-05
many,other,<s>,1,1.931807205640877e-05
many,paintless,days,1,1.931807205640877e-05
many,people,youve,1,1.931807205640877e-05
many,rotogravure,pictures,1,1.931807205640877e-05
many,times,a,1,1.931807205640877e-05
many,windowed,room,1,1.931807205640877e-05
many,years,,1,1.931807205640877e-05
marble,<s>,<s>,2,3.863614411281754e-05
marble,steps,and,2,3.863614411281754e-05
marble,steps,into,1,1.931807205640877e-05
march,from,the,1,1.931807205640877e-05
marie,antoinette,music,1,1.931807205640877e-05
marked,the,<s>,1,1.931807205640877e-05
marred,by,obvious,1,1.931807205640877e-05
marred,the,sacredness,1,1.931807205640877e-05
marriage,<s>,<s>,2,3.863614411281754e-05
married,,continued,1,1.931807205640877e-05
married,<s>,<s>,2,3.863614411281754e-05
married,a,little,1,1.931807205640877e-05
married,at,a,1,1.931807205640877e-05
married,couples,and,1,1.931807205640877e-05
married,from,her,1,1.931807205640877e-05
married,george,<s>,1,1.931807205640877e-05
married,him,,1,1.931807205640877e-05
married,him,<s>,1,1.931807205640877e-05
married,him,because,1,1.931807205640877e-05
married,in,a,2,3.863614411281754e-05
married,in,and,1,1.931807205640877e-05
married,in,the,1,1.931807205640877e-05
married,me,and,1,1.931807205640877e-05
married,to,<s>,1,1.931807205640877e-05
married,to,each,1,1.931807205640877e-05
married,to,her,1,1.931807205640877e-05
married,tom,buchanan,2,3.863614411281754e-05
married,you,<s>,1,1.931807205640877e-05
marriedand,loved,me,1,1.931807205640877e-05
marriedgod,knows,<s>,1,1.931807205640877e-05
marry,him,<s>,1,1.931807205640877e-05
marrying,a,brute,1,1.931807205640877e-05
marrying,anybody,in,1,1.931807205640877e-05
marseilles,<s>,<s>,1,1.931807205640877e-05
marshes,<s>,<s>,1,1.931807205640877e-05
marshes,but,after,1,1.931807205640877e-05
marvelled,at,some,1,1.931807205640877e-05
marvelling,over,gatsbys,1,1.931807205640877e-05
marvellous,<s>,<s>,1,1.931807205640877e-05
mashed,potatoes,and,1,1.931807205640877e-05
mass,of,the,1,1.931807205640877e-05
massage,and,a,1,1.931807205640877e-05
massed,leaves,made,1,1.931807205640877e-05
massed,suits,and,1,1.931807205640877e-05
massive,and,lethargic,1,1.931807205640877e-05
mastered,a,certain,1,1.931807205640877e-05
masters,body,<s>,1,1.931807205640877e-05
match,and,sat,1,1.931807205640877e-05
match,on,the,1,1.931807205640877e-05
matchings,of,invitations,1,1.931807205640877e-05
mate,skipper,secretary,1,1.931807205640877e-05
material,car,there,1,1.931807205640877e-05
material,for,his,1,1.931807205640877e-05
material,without,<s>,1,1.931807205640877e-05
matter,<s>,<s>,7,0.0001352265043948614
matter,anyhow,<s>,1,1.931807205640877e-05
matter,daisy,<s>,1,1.931807205640877e-05
matter,for,reproachbut,1,1.931807205640877e-05
matter,how,i,1,1.931807205640877e-05
matter,is,that,1,1.931807205640877e-05
matter,nick,<s>,1,1.931807205640877e-05
matter,of,<s>,2,3.863614411281754e-05
matter,of,chance,1,1.931807205640877e-05
matter,of,fact,3,5.795421616922631e-05
matter,was,but,1,1.931807205640877e-05
matter,with,you,1,1.931807205640877e-05
mattered,<s>,<s>,1,1.931807205640877e-05
mattered,then,<s>,1,1.931807205640877e-05
mattered,to,you,1,1.931807205640877e-05
matters,<s>,<s>,1,1.931807205640877e-05
matters,is,final,1,1.931807205640877e-05
mattertomorrow,we,will,1,1.931807205640877e-05
mattress,and,started,1,1.931807205640877e-05
mattress,moved,irregularly,1,1.931807205640877e-05
mattress,that,had,1,1.931807205640877e-05
maurice,<s>,<s>,1,1.931807205640877e-05
mavro,michaelis,wasnt,1,1.931807205640877e-05
may,<s>,<s>,2,3.863614411281754e-05
may,be,<s>,1,1.931807205640877e-05
may,be,founded,1,1.931807205640877e-05
may,come,across,1,1.931807205640877e-05
may,fool,me,1,1.931807205640877e-05
maybe,even,if,1,1.931807205640877e-05
maybe,i,could,1,1.931807205640877e-05
maybe,id,better,1,1.931807205640877e-05
maybe,you,dont,1,1.931807205640877e-05
maybe,you,got,1,1.931807205640877e-05
mccarty,all,connected,1,1.931807205640877e-05
mcclenahan,arrived,always,1,1.931807205640877e-05
mckee,<s>,<s>,5,9.659036028204386e-05
mckee,a,letter,1,1.931807205640877e-05
mckee,and,the,1,1.931807205640877e-05
mckee,awoke,from,1,1.931807205640877e-05
mckee,i,think,1,1.931807205640877e-05
mckee,only,nodded,1,1.931807205640877e-05
mckee,regarded,her,1,1.931807205640877e-05
mckee,turned,and,1,1.931807205640877e-05
mckee,was,a,1,1.931807205640877e-05
mckee,was,asleep,1,1.931807205640877e-05
mckee,with,dignity,1,1.931807205640877e-05
mckees,come,up,1,1.931807205640877e-05
mckees,have,something,1,1.931807205640877e-05
mckees,pointing,suddenly,1,1.931807205640877e-05
me,,daisy,1,1.931807205640877e-05
me,,i,1,1.931807205640877e-05
me,,phone,1,1.931807205640877e-05
me,,said,2,3.863614411281754e-05
me,,she,2,3.863614411281754e-05
me,<s>,<s>,73,0.0014102192601178403
me,a,<s>,1,1.931807205640877e-05
me,a,better,1,1.931807205640877e-05
me,a,cigar,1,1.931807205640877e-05
me,a,decorationeven,1,1.931807205640877e-05
me,a,last,1,1.931807205640877e-05
me,a,quality,1,1.931807205640877e-05
me,a,rose,1,1.931807205640877e-05
me,a,start,1,1.931807205640877e-05
me,about,it,3,5.795421616922631e-05
me,absently,<s>,1,1.931807205640877e-05
me,accusingly,<s>,1,1.931807205640877e-05
me,across,his,1,1.931807205640877e-05
me,again,<s>,1,1.931807205640877e-05
me,against,them,1,1.931807205640877e-05
me,all,the,1,1.931807205640877e-05
me,all,this,1,1.931807205640877e-05
me,almost,<s>,1,1.931807205640877e-05
me,along,fifth,1,1.931807205640877e-05
me,an,aluminium,1,1.931807205640877e-05
me,and,<s>,3,5.795421616922631e-05
me,and,also,1,1.931807205640877e-05
me,and,asked,1,1.931807205640877e-05
me,and,began,1,1.931807205640877e-05
me,and,everyone,1,1.931807205640877e-05
me,and,finally,1,1.931807205640877e-05
me,and,grabbed,1,1.931807205640877e-05
me,and,her,2,3.863614411281754e-05
me,and,his,2,3.863614411281754e-05
me,and,i,3,5.795421616922631e-05
me,and,ill,1,1.931807205640877e-05
me,and,laughed,1,1.931807205640877e-05
me,and,made,1,1.931807205640877e-05
me,and,replaced,1,1.931807205640877e-05
me,and,she,2,3.863614411281754e-05
me,and,smiled,1,1.931807205640877e-05
me,and,sought,1,1.931807205640877e-05
me,and,stood,1,1.931807205640877e-05
me,and,walked,1,1.931807205640877e-05
me,and,wanted,1,1.931807205640877e-05
me,and,whispered,1,1.931807205640877e-05
me,anxiously,as,1,1.931807205640877e-05
me,anyhow,<s>,1,1.931807205640877e-05
me,apologetically,<s>,1,1.931807205640877e-05
me,around,again,1,1.931807205640877e-05
me,around,by,1,1.931807205640877e-05
me,as,if,2,3.863614411281754e-05
me,as,it,1,1.931807205640877e-05
me,as,the,1,1.931807205640877e-05
me,as,we,1,1.931807205640877e-05
me,at,a,1,1.931807205640877e-05
me,at,eight,1,1.931807205640877e-05
me,at,his,1,1.931807205640877e-05
me,at,the,1,1.931807205640877e-05
me,back,as,1,1.931807205640877e-05
me,back,into,1,1.931807205640877e-05
me,because,jay,1,1.931807205640877e-05
me,because,just,1,1.931807205640877e-05
me,because,of,1,1.931807205640877e-05
me,before,they,1,1.931807205640877e-05
me,but,<s>,1,1.931807205640877e-05
me,but,daisy,1,1.931807205640877e-05
me,but,she,1,1.931807205640877e-05
me,by,opening,1,1.931807205640877e-05
me,by,the,1,1.931807205640877e-05
me,challengingly,<s>,1,1.931807205640877e-05
me,clothes,<s>,1,1.931807205640877e-05
me,definitely,that,1,1.931807205640877e-05
me,delivered,suddenly,1,1.931807205640877e-05
me,down,and,1,1.931807205640877e-05
me,down,the,1,1.931807205640877e-05
me,drive,your,1,1.931807205640877e-05
me,eagerly,<s>,2,3.863614411281754e-05
me,feel,uncivilized,1,1.931807205640877e-05
me,for,a,2,3.863614411281754e-05
me,for,he,2,3.863614411281754e-05
me,for,just,1,1.931807205640877e-05
me,for,she,1,1.931807205640877e-05
me,for,years,2,3.863614411281754e-05
me,forward,breathlessly,1,1.931807205640877e-05
me,from,all,1,1.931807205640877e-05
me,from,many,1,1.931807205640877e-05
me,from,the,2,3.863614411281754e-05
me,have,that,1,1.931807205640877e-05
me,he,was,2,3.863614411281754e-05
me,he,whispered,1,1.931807205640877e-05
me,hung,on,1,1.931807205640877e-05
me,i,am,1,1.931807205640877e-05
me,i,et,1,1.931807205640877e-05
me,i,had,1,1.931807205640877e-05
me,i,hardly,1,1.931807205640877e-05
me,i,have,1,1.931807205640877e-05
me,if,<s>,1,1.931807205640877e-05
me,if,i,1,1.931807205640877e-05
me,im,afraid,1,1.931807205640877e-05
me,in,an,2,3.863614411281754e-05
me,in,astonishment,1,1.931807205640877e-05
me,in,such,1,1.931807205640877e-05
me,in,the,1,1.931807205640877e-05
me,indignantly,<s>,1,1.931807205640877e-05
me,into,his,1,1.931807205640877e-05
me,into,the,1,1.931807205640877e-05
me,it,was,1,1.931807205640877e-05
me,just,<s>,1,1.931807205640877e-05
me,just,the,1,1.931807205640877e-05
me,just,three,1,1.931807205640877e-05
me,keenly,realizing,1,1.931807205640877e-05
me,know,about,1,1.931807205640877e-05
me,know,and,1,1.931807205640877e-05
me,know,in,1,1.931807205640877e-05
me,last,night,1,1.931807205640877e-05
me,leave,it,1,1.931807205640877e-05
me,lightheaded,and,1,1.931807205640877e-05
me,like,that,1,1.931807205640877e-05
me,long,ago,1,1.931807205640877e-05
me,long,before,1,1.931807205640877e-05
me,looking,with,1,1.931807205640877e-05
me,make,tea,1,1.931807205640877e-05
me,making,only,1,1.931807205640877e-05
me,more,even,1,1.931807205640877e-05
me,most,even,1,1.931807205640877e-05
me,move,outside,1,1.931807205640877e-05
me,my,name,1,1.931807205640877e-05
me,now,<s>,1,1.931807205640877e-05
me,now,at,1,1.931807205640877e-05
me,now,that,1,1.931807205640877e-05
me,of,aof,1,1.931807205640877e-05
me,of,the,1,1.931807205640877e-05
me,old,sport,3,5.795421616922631e-05
me,on,the,3,5.795421616922631e-05
me,once,he,1,1.931807205640877e-05
me,once,over,1,1.931807205640877e-05
me,otherwise,<s>,1,1.931807205640877e-05
me,out,,1,1.931807205640877e-05
me,out,of,1,1.931807205640877e-05
me,over,,1,1.931807205640877e-05
me,over,again,1,1.931807205640877e-05
me,over,but,1,1.931807205640877e-05
me,over,on,1,1.931807205640877e-05
me,perspired,delicately,1,1.931807205640877e-05
me,questioningly,<s>,1,1.931807205640877e-05
me,questions,but,1,1.931807205640877e-05
me,questions,in,1,1.931807205640877e-05
me,quickly,<s>,1,1.931807205640877e-05
me,remotely,possessed,1,1.931807205640877e-05
me,rigid,<s>,1,1.931807205640877e-05
me,rigidly,<s>,1,1.931807205640877e-05
me,sad,because,1,1.931807205640877e-05
me,several,times,1,1.931807205640877e-05
me,she,lived,1,1.931807205640877e-05
me,sidewaysand,i,1,1.931807205640877e-05
me,so,,1,1.931807205640877e-05
me,so,vividly,1,1.931807205640877e-05
me,some,advice,1,1.931807205640877e-05
me,stretched,the,1,1.931807205640877e-05
me,sure,<s>,1,1.931807205640877e-05
me,suspicious,<s>,1,1.931807205640877e-05
me,suspiciously,from,1,1.931807205640877e-05
me,tell,you,1,1.931807205640877e-05
me,that,car,1,1.931807205640877e-05
me,that,gatsby,1,1.931807205640877e-05
me,that,he,4,7.727228822563508e-05
me,that,i,2,3.863614411281754e-05
me,that,one,1,1.931807205640877e-05
me,that,she,1,1.931807205640877e-05
me,that,the,1,1.931807205640877e-05
me,that,there,1,1.931807205640877e-05
me,that,this,1,1.931807205640877e-05
me,that,youll,1,1.931807205640877e-05
me,the,<s>,1,1.931807205640877e-05
me,the,girl,1,1.931807205640877e-05
me,the,house,1,1.931807205640877e-05
me,the,story,1,1.931807205640877e-05
me,the,strange,1,1.931807205640877e-05
me,the,taxi,1,1.931807205640877e-05
me,the,wire,1,1.931807205640877e-05
me,then,turned,1,1.931807205640877e-05
me,they,thought,1,1.931807205640877e-05
me,this,picture,1,1.931807205640877e-05
me,though,i,2,3.863614411281754e-05
me,tightening,my,1,1.931807205640877e-05
me,to,be,1,1.931807205640877e-05
me,to,come,1,1.931807205640877e-05
me,to,copy,1,1.931807205640877e-05
me,to,join,2,3.863614411281754e-05
me,to,like,1,1.931807205640877e-05
me,to,see,1,1.931807205640877e-05
me,to,the,1,1.931807205640877e-05
me,to,wait,1,1.931807205640877e-05
me,today,and,1,1.931807205640877e-05
me,too,<s>,2,3.863614411281754e-05
me,two,years,1,1.931807205640877e-05
me,uneasy,<s>,1,1.931807205640877e-05
me,until,i,1,1.931807205640877e-05
me,up,and,1,1.931807205640877e-05
me,up,to,1,1.931807205640877e-05
me,what,kind,1,1.931807205640877e-05
me,what,to,1,1.931807205640877e-05
me,what,you,1,1.931807205640877e-05
me,when,she,1,1.931807205640877e-05
me,where,theres,1,1.931807205640877e-05
me,who,unlike,1,1.931807205640877e-05
me,wildly,into,1,1.931807205640877e-05
me,with,<s>,1,1.931807205640877e-05
me,with,a,3,5.795421616922631e-05
me,with,an,1,1.931807205640877e-05
me,with,black,1,1.931807205640877e-05
me,with,more,1,1.931807205640877e-05
me,with,mr,1,1.931807205640877e-05
me,with,polite,1,1.931807205640877e-05
me,with,suppressed,1,1.931807205640877e-05
me,with,two,1,1.931807205640877e-05
me,with,unforgettable,1,1.931807205640877e-05
me,without,<s>,1,1.931807205640877e-05
me,without,a,1,1.931807205640877e-05
me,you,<s>,1,1.931807205640877e-05
me,you,dirty,1,1.931807205640877e-05
mean,,pursued,1,1.931807205640877e-05
mean,<s>,<s>,3,5.795421616922631e-05
mean,about,the,1,1.931807205640877e-05
mean,it,,1,1.931807205640877e-05
mean,it,was,1,1.931807205640877e-05
mean,itto,the,1,1.931807205640877e-05
mean,looks,in,1,1.931807205640877e-05
mean,that,,1,1.931807205640877e-05
mean,that,he,1,1.931807205640877e-05
mean,to,,1,1.931807205640877e-05
mean,to,interrupt,1,1.931807205640877e-05
mean,to,say,1,1.931807205640877e-05
mean,with,that,1,1.931807205640877e-05
mean,your,wife,1,1.931807205640877e-05
mean,youre,in,1,1.931807205640877e-05
mean,youve,been,1,1.931807205640877e-05
meaning,<s>,<s>,1,1.931807205640877e-05
meaning,in,each,1,1.931807205640877e-05
meaning,there,was,1,1.931807205640877e-05
means,<s>,<s>,1,1.931807205640877e-05
means,just,thatand,1,1.931807205640877e-05
meant,<s>,<s>,1,1.931807205640877e-05
meant,a,great,1,1.931807205640877e-05
meant,he,was,1,1.931807205640877e-05
meant,my,grass,1,1.931807205640877e-05
meant,nothing,in,1,1.931807205640877e-05
meantime,in,between,1,1.931807205640877e-05
meanwhile,roved,very,1,1.931807205640877e-05
meanwhile,tom,brought,1,1.931807205640877e-05
measure,of,response,1,1.931807205640877e-05
measured,<s>,<s>,1,1.931807205640877e-05
measures,to,be,1,1.931807205640877e-05
mebut,this,time,1,1.931807205640877e-05
mechanics,,he,1,1.931807205640877e-05
medals,he,got,1,1.931807205640877e-05
meditatively,into,the,1,1.931807205640877e-05
mediterraneanthen,the,shrill,1,1.931807205640877e-05
medium,<s>,<s>,2,3.863614411281754e-05
meet,<s>,<s>,1,1.931807205640877e-05
meet,all,kinds,1,1.931807205640877e-05
meet,all,trains,1,1.931807205640877e-05
meet,herbut,i,1,1.931807205640877e-05
meet,my,girl,1,1.931807205640877e-05
meet,you,<s>,1,1.931807205640877e-05
meet,you,by,1,1.931807205640877e-05
meet,you,on,1,1.931807205640877e-05
meeting,<s>,<s>,1,1.931807205640877e-05
meeting,with,tom,1,1.931807205640877e-05
meetings,between,women,1,1.931807205640877e-05
melancholy,beauty,<s>,1,1.931807205640877e-05
melancholy,way,<s>,1,1.931807205640877e-05
mellow,i,strolled,1,1.931807205640877e-05
melodious,names,<s>,1,1.931807205640877e-05
melody,<s>,<s>,1,1.931807205640877e-05
melody,rose,her,1,1.931807205640877e-05
melt,away,until,1,1.931807205640877e-05
melted,indistinguishably,into,1,1.931807205640877e-05
melted,into,her,1,1.931807205640877e-05
membership,in,a,1,1.931807205640877e-05
memories,<s>,<s>,1,1.931807205640877e-05
memories,is,of,1,1.931807205640877e-05
memory,<s>,<s>,1,1.931807205640877e-05
memory,from,gatsbys,1,1.931807205640877e-05
memory,goes,back,1,1.931807205640877e-05
memory,of,that,1,1.931807205640877e-05
memory,that,in,1,1.931807205640877e-05
memphis,,i,1,1.931807205640877e-05
men,<s>,<s>,6,0.00011590843233845262
men,and,drowsing,1,1.931807205640877e-05
men,and,girls,1,1.931807205640877e-05
men,and,now,1,1.931807205640877e-05
men,and,their,1,1.931807205640877e-05
men,and,women,1,1.931807205640877e-05
