line_num,line_str,chap_num
3120,“That huge place there?” she cried pointing.,5
3122,“Do you like it?”,5
3124,"“I love it, but I don’t see how you live there all alone.”",5
3126,"“I keep it always full of interesting people, night and day. People",5
3127,who do interesting things. Celebrated people.”,5
3129,Instead of taking the shortcut along the Sound we went down to the,5
3130,road and entered by the big postern. With enchanting murmurs Daisy,5
3131,"admired this aspect or that of the feudal silhouette against the sky,",5
3132,"admired the gardens, the sparkling odour of jonquils and the frothy",5
3133,odour of hawthorn and plum blossoms and the pale gold odour of,5
3134,kiss-me-at-the-gate. It was strange to reach the marble steps and find,5
3135,"no stir of bright dresses in and out the door, and hear no sound but",5
3136,bird voices in the trees.,5
3138,"And inside, as we wandered through Marie Antoinette music-rooms and",5
3139,"Restoration Salons, I felt that there were guests concealed behind",5
3140,"every couch and table, under orders to be breathlessly silent until we",5
3141,had passed through. As Gatsby closed the door of “the Merton College,5
3142,Library” I could have sworn I heard the owl-eyed man break into,5
3143,ghostly laughter.,5
3145,"We went upstairs, through period bedrooms swathed in rose and lavender",5
3146,"silk and vivid with new flowers, through dressing-rooms and poolrooms,",5
3147,and bathrooms with sunken baths—intruding into one chamber where a,5
3148,dishevelled man in pyjamas was doing liver exercises on the floor. It,5
3149,"was Mr. Klipspringer, the “boarder.” I had seen him wandering hungrily",5
3150,about the beach that morning. Finally we came to Gatsby’s own,5
3151,"apartment, a bedroom and a bath, and an Adam’s study, where we sat",5
3152,down and drank a glass of some Chartreuse he took from a cupboard in,5
3153,the wall.,5
3155,"He hadn’t once ceased looking at Daisy, and I think he revalued",5
3156,everything in his house according to the measure of response it drew,5
3157,"from her well-loved eyes. Sometimes too, he stared around at his",5
3158,"possessions in a dazed way, as though in her actual and astounding",5
3159,presence none of it was any longer real. Once he nearly toppled down a,5
3160,flight of stairs.,5
3162,His bedroom was the simplest room of all—except where the dresser was,5
3163,garnished with a toilet set of pure dull gold. Daisy took the brush,5
3164,"with delight, and smoothed her hair, whereupon Gatsby sat down and",5
3165,shaded his eyes and began to laugh.,5
3167,"“It’s the funniest thing, old sport,” he said hilariously. “I",5
3168,can’t—When I try to—”,5
3170,He had passed visibly through two states and was entering upon a,5
3171,third. After his embarrassment and his unreasoning joy he was consumed,5
3172,"with wonder at her presence. He had been full of the idea so long,",5
3173,"dreamed it right through to the end, waited with his teeth set, so to",5
3174,"speak, at an inconceivable pitch of intensity. Now, in the reaction,",5
3175,he was running down like an over-wound clock.,5
3177,Recovering himself in a minute he opened for us two hulking patent,5
3178,"cabinets which held his massed suits and dressing-gowns and ties, and",5
3179,"his shirts, piled like bricks in stacks a dozen high.",5
3181,“I’ve got a man in England who buys me clothes. He sends over a,5
3182,"selection of things at the beginning of each season, spring and fall.”",5
3184,"He took out a pile of shirts and began throwing them, one by one,",5
3185,"before us, shirts of sheer linen and thick silk and fine flannel,",5
3186,which lost their folds as they fell and covered the table in,5
3187,many-coloured disarray. While we admired he brought more and the soft,5
3188,rich heap mounted higher—shirts with stripes and scrolls and plaids in,5
3189,"coral and apple-green and lavender and faint orange, with monograms of",5
3190,"indian blue. Suddenly, with a strained sound, Daisy bent her head into",5
3191,the shirts and began to cry stormily.,5
3193,"“They’re such beautiful shirts,” she sobbed, her voice muffled in the",5
3194,thick folds. “It makes me sad because I’ve never seen such—such,5
3195,beautiful shirts before.”,5
3197,------------------------------------------------------------------------,5
3199,"After the house, we were to see the grounds and the swimming pool, and",5
3200,"the hydroplane, and the midsummer flowers—but outside Gatsby’s window",5
3201,"it began to rain again, so we stood in a row looking at the corrugated",5
3202,surface of the Sound.,5
3204,"“If it wasn’t for the mist we could see your home across the bay,”",5
3205,said Gatsby. “You always have a green light that burns all night at,5
3206,the end of your dock.”,5
3208,"Daisy put her arm through his abruptly, but he seemed absorbed in what",5
3209,he had just said. Possibly it had occurred to him that the colossal,5
3210,significance of that light had now vanished forever. Compared to the,5
3211,great distance that had separated him from Daisy it had seemed very,5
3212,"near to her, almost touching her. It had seemed as close as a star to",5
3213,the moon. Now it was again a green light on a dock. His count of,5
3214,enchanted objects had diminished by one.,5
3216,"I began to walk about the room, examining various indefinite objects",5
3217,in the half darkness. A large photograph of an elderly man in yachting,5
3218,"costume attracted me, hung on the wall over his desk.",5
3220,“Who’s this?”,5
3222,"“That? That’s Mr. Dan Cody, old sport.”",5
3224,The name sounded faintly familiar.,5
3226,“He’s dead now. He used to be my best friend years ago.”,5
3228,"There was a small picture of Gatsby, also in yachting costume, on the",5
3229,bureau—Gatsby with his head thrown back defiantly—taken apparently,5
3230,when he was about eighteen.,5
3232,"“I adore it,” exclaimed Daisy. “The pompadour! You never told me you",5
3233,had a pompadour—or a yacht.”,5
3235,"“Look at this,” said Gatsby quickly. “Here’s a lot of clippings—about",5
3236,you.”,5
3238,They stood side by side examining it. I was going to ask to see the,5
3239,"rubies when the phone rang, and Gatsby took up the receiver.",5
3241,"“Yes … Well, I can’t talk now … I can’t talk now, old sport … I said a",5
3242,"small town … He must know what a small town is … Well, he’s no use to",5
3243,us if Detroit is his idea of a small town …”,5
3245,He rang off.,5
3247,“Come here quick!” cried Daisy at the window.,5
3249,"The rain was still falling, but the darkness had parted in the west,",5
3250,and there was a pink and golden billow of foamy clouds above the sea.,5
3252,"“Look at that,” she whispered, and then after a moment: “I’d like to",5
3253,just get one of those pink clouds and put you in it and push you,5
3254,around.”,5
3256,"I tried to go then, but they wouldn’t hear of it; perhaps my presence",5
3257,made them feel more satisfactorily alone.,5
3259,"“I know what we’ll do,” said Gatsby, “we’ll have Klipspringer play the",5
3260,piano.”,5
3262,He went out of the room calling “Ewing!” and returned in a few minutes,5
3263,"accompanied by an embarrassed, slightly worn young man, with",5
3264,shell-rimmed glasses and scanty blond hair. He was now decently,5
3265,"clothed in a “sport shirt,” open at the neck, sneakers, and duck",5
3266,trousers of a nebulous hue.,5
3268,“Did we interrupt your exercise?” inquired Daisy politely.,5
3270,"“I was asleep,” cried Mr. Klipspringer, in a spasm of embarrassment.",5
3271,"“That is, I’d been asleep. Then I got up …”",5
3273,"“Klipspringer plays the piano,” said Gatsby, cutting him off. “Don’t",5
3274,"you, Ewing, old sport?”",5
3276,“I don’t play well. I don’t—hardly play at all. I’m all out of prac—”,5
3278,"“We’ll go downstairs,” interrupted Gatsby. He flipped a switch. The",5
3279,grey windows disappeared as the house glowed full of light.,5
3281,In the music-room Gatsby turned on a solitary lamp beside the piano.,5
3282,"He lit Daisy’s cigarette from a trembling match, and sat down with her",5
3283,"on a couch far across the room, where there was no light save what the",5
3284,gleaming floor bounced in from the hall.,5
3286,When Klipspringer had played “The Love Nest” he turned around on the,5
3287,bench and searched unhappily for Gatsby in the gloom.,5
3289,"“I’m all out of practice, you see. I told you I couldn’t play. I’m all",5
3290,out of prac—”,5
3292,"“Don’t talk so much, old sport,” commanded Gatsby. “Play!”",5
3294,"“In the morning, In the evening, Ain’t we got fun—”",5
3296,Outside the wind was loud and there was a faint flow of thunder along,5
3297,the Sound. All the lights were going on in West Egg now; the electric,5
3298,"trains, men-carrying, were plunging home through the rain from New",5
3299,"York. It was the hour of a profound human change, and excitement was",5
3300,generating on the air.,5
3302,“One thing’s sure and nothing’s surer The rich get richer and the,5
3303,"poor get—children. In the meantime, In between time—”",5
3305,As I went over to say goodbye I saw that the expression of,5
3306,"bewilderment had come back into Gatsby’s face, as though a faint doubt",5
3307,had occurred to him as to the quality of his present happiness. Almost,5
3308,five years! There must have been moments even that afternoon when,5
3309,"Daisy tumbled short of his dreams—not through her own fault, but",5
3310,because of the colossal vitality of his illusion. It had gone beyond,5
3311,"her, beyond everything. He had thrown himself into it with a creative",5
3312,"passion, adding to it all the time, decking it out with every bright",5
3313,feather that drifted his way. No amount of fire or freshness can,5
3314,challenge what a man can store up in his ghostly heart.,5
3316,"As I watched him he adjusted himself a little, visibly. His hand took",5
3317,"hold of hers, and as she said something low in his ear he turned",5
3318,"toward her with a rush of emotion. I think that voice held him most,",5
3319,"with its fluctuating, feverish warmth, because it couldn’t be",5
3320,over-dreamed—that voice was a deathless song.,5
3322,"They had forgotten me, but Daisy glanced up and held out her hand;",5
3323,Gatsby didn’t know me now at all. I looked once more at them and they,5
3324,"looked back at me, remotely, possessed by intense life. Then I went",5
3325,"out of the room and down the marble steps into the rain, leaving them",5
3326,there together.,5
3331,About this time an ambitious young reporter from New York arrived one,6
3332,morning at Gatsby’s door and asked him if he had anything to say.,6
3334,“Anything to say about what?” inquired Gatsby politely.,6
3336,“Why—any statement to give out.”,6
3338,It transpired after a confused five minutes that the man had heard,6
3339,Gatsby’s name around his office in a connection which he either,6
3340,wouldn’t reveal or didn’t fully understand. This was his day off and,6
3341,with laudable initiative he had hurried out “to see.”,6
3343,"It was a random shot, and yet the reporter’s instinct was right.",6
3344,"Gatsby’s notoriety, spread about by the hundreds who had accepted his",6
3345,"hospitality and so become authorities upon his past, had increased all",6
3346,summer until he fell just short of being news. Contemporary legends,6
3347,such as the “underground pipeline to Canada” attached themselves to,6
3348,"him, and there was one persistent story that he didn’t live in a house",6
3349,"at all, but in a boat that looked like a house and was moved secretly",6
3350,up and down the Long Island shore. Just why these inventions were a,6
3351,"source of satisfaction to James Gatz of North Dakota, isn’t easy to",6
3352,say.,6
3354,"James Gatz—that was really, or at least legally, his name. He had",6
3355,changed it at the age of seventeen and at the specific moment that,6
3356,witnessed the beginning of his career—when he saw Dan Cody’s yacht,6
3357,drop anchor over the most insidious flat on Lake Superior. It was,6
3358,James Gatz who had been loafing along the beach that afternoon in a,6
3359,"torn green jersey and a pair of canvas pants, but it was already Jay",6
3360,"Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and",6
3361,informed Cody that a wind might catch him and break him up in half an,6
3362,hour.,6
3364,"I suppose he’d had the name ready for a long time, even then. His",6
3365,parents were shiftless and unsuccessful farm people—his imagination,6
3366,had never really accepted them as his parents at all. The truth was,6
3367,"that Jay Gatsby of West Egg, Long Island, sprang from his Platonic",6
3368,"conception of himself. He was a son of God—a phrase which, if it means",6
3369,"anything, means just that—and he must be about His Father’s business,",6
3370,"the service of a vast, vulgar, and meretricious beauty. So he invented",6
3371,just the sort of Jay Gatsby that a seventeen-year-old boy would be,6
3372,"likely to invent, and to this conception he was faithful to the end.",6
3374,For over a year he had been beating his way along the south shore of,6
3375,Lake Superior as a clam-digger and a salmon-fisher or in any other,6
3376,"capacity that brought him food and bed. His brown, hardening body",6
3377,"lived naturally through the half-fierce, half-lazy work of the bracing",6
3378,"days. He knew women early, and since they spoiled him he became",6
3379,"contemptuous of them, of young virgins because they were ignorant, of",6
3380,the others because they were hysterical about things which in his,6
3381,overwhelming self-absorption he took for granted.,6
3383,"But his heart was in a constant, turbulent riot. The most grotesque",6
3384,and fantastic conceits haunted him in his bed at night. A universe of,6
3385,ineffable gaudiness spun itself out in his brain while the clock,6
3386,ticked on the washstand and the moon soaked with wet light his tangled,6
3387,clothes upon the floor. Each night he added to the pattern of his,6
3388,fancies until drowsiness closed down upon some vivid scene with an,6
3389,oblivious embrace. For a while these reveries provided an outlet for,6
3390,his imagination; they were a satisfactory hint of the unreality of,6
3391,"reality, a promise that the rock of the world was founded securely on",6
3392,a fairy’s wing.,6
3394,"An instinct toward his future glory had led him, some months before,",6
3395,to the small Lutheran College of St. Olaf’s in southern Minnesota. He,6
3396,"stayed there two weeks, dismayed at its ferocious indifference to the",6
3397,"drums of his destiny, to destiny itself, and despising the janitor’s",6
3398,work with which he was to pay his way through. Then he drifted back to,6
3399,"Lake Superior, and he was still searching for something to do on the",6
3400,day that Dan Cody’s yacht dropped anchor in the shallows alongshore.,6
3402,"Cody was fifty years old then, a product of the Nevada silver fields,",6
3403,"of the Yukon, of every rush for metal since seventy-five. The",6
3404,transactions in Montana copper that made him many times a millionaire,6
3405,"found him physically robust but on the verge of soft-mindedness, and,",6
3406,"suspecting this, an infinite number of women tried to separate him",6
3407,"from his money. The none too savoury ramifications by which Ella Kaye,",6
3408,"the newspaper woman, played Madame de Maintenon to his weakness and",6
3409,"sent him to sea in a yacht, were common property of the turgid",6
3410,journalism in 1902. He had been coasting along all too hospitable,6
3411,shores for five years when he turned up as James Gatz’s destiny in,6
3412,Little Girl Bay.,6
3414,"To young Gatz, resting on his oars and looking up at the railed deck,",6
3415,that yacht represented all the beauty and glamour in the world. I,6
3416,suppose he smiled at Cody—he had probably discovered that people liked,6
3417,him when he smiled. At any rate Cody asked him a few questions (one of,6
3418,them elicited the brand new name) and found that he was quick and,6
3419,extravagantly ambitious. A few days later he took him to Duluth and,6
3420,"bought him a blue coat, six pairs of white duck trousers, and a",6
3421,yachting cap. And when the Tuolomee left for the West Indies and the,6
3422,"Barbary Coast, Gatsby left too.",6
3424,He was employed in a vague personal capacity—while he remained with,6
3425,"Cody he was in turn steward, mate, skipper, secretary, and even",6
3426,"jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk",6
3427,"might soon be about, and he provided for such contingencies by",6
3428,reposing more and more trust in Gatsby. The arrangement lasted five,6
3429,"years, during which the boat went three times around the Continent.",6
3430,It might have lasted indefinitely except for the fact that Ella Kaye,6
3431,came on board one night in Boston and a week later Dan Cody,6
3432,inhospitably died.,6
3434,"I remember the portrait of him up in Gatsby’s bedroom, a grey, florid",6
3435,"man with a hard, empty face—the pioneer debauchee, who during one",6
3436,phase of American life brought back to the Eastern seaboard the savage,6
3437,violence of the frontier brothel and saloon. It was indirectly due to,6
3438,Cody that Gatsby drank so little. Sometimes in the course of gay,6
3439,parties women used to rub champagne into his hair; for himself he,6
3440,formed the habit of letting liquor alone.,6
3442,And it was from Cody that he inherited money—a legacy of twenty-five,6
3443,thousand dollars. He didn’t get it. He never understood the legal,6
3444,"device that was used against him, but what remained of the millions",6
3445,went intact to Ella Kaye. He was left with his singularly appropriate,6
3446,education; the vague contour of Jay Gatsby had filled out to the,6
3447,substantiality of a man.,6
3449,------------------------------------------------------------------------,6
3451,"He told me all this very much later, but I’ve put it down here with",6
3452,"the idea of exploding those first wild rumours about his antecedents,",6
3453,which weren’t even faintly true. Moreover he told it to me at a time,6
3454,"of confusion, when I had reached the point of believing everything and",6
3455,"nothing about him. So I take advantage of this short halt, while",6
3456,"Gatsby, so to speak, caught his breath, to clear this set of",6
3457,misconceptions away.,6
3459,"It was a halt, too, in my association with his affairs. For several",6
3460,weeks I didn’t see him or hear his voice on the phone—mostly I was in,6
3461,"New York, trotting around with Jordan and trying to ingratiate myself",6
3462,with her senile aunt—but finally I went over to his house one Sunday,6
3463,afternoon. I hadn’t been there two minutes when somebody brought Tom,6
3464,"Buchanan in for a drink. I was startled, naturally, but the really",6
3465,surprising thing was that it hadn’t happened before.,6
3467,They were a party of three on horseback—Tom and a man named Sloane and,6
3468,"a pretty woman in a brown riding-habit, who had been there previously.",6
3470,"“I’m delighted to see you,” said Gatsby, standing on his porch. “I’m",6
3471,delighted that you dropped in.”,6
3473,As though they cared!,6
3475,“Sit right down. Have a cigarette or a cigar.” He walked around the,6
3476,"room quickly, ringing bells. “I’ll have something to drink for you in",6
3477,just a minute.”,6
3479,He was profoundly affected by the fact that Tom was there. But he,6
3480,"would be uneasy anyhow until he had given them something, realizing in",6
3481,a vague way that that was all they came for. Mr. Sloane wanted,6
3482,"nothing. A lemonade? No, thanks. A little champagne? Nothing at all,",6
3483,thanks … I’m sorry—,6
3485,“Did you have a nice ride?”,6
3487,“Very good roads around here.”,6
3489,“I suppose the automobiles—”,6
3491,“Yeah.”,6
3493,"Moved by an irresistible impulse, Gatsby turned to Tom, who had",6
3494,accepted the introduction as a stranger.,6
3496,"“I believe we’ve met somewhere before, Mr. Buchanan.”",6
3498,"“Oh, yes,” said Tom, gruffly polite, but obviously not remembering.",6
3499,“So we did. I remember very well.”,6
3501,“About two weeks ago.”,6
3503,“That’s right. You were with Nick here.”,6
3505,"“I know your wife,” continued Gatsby, almost aggressively.",6
3507,“That so?”,6
3509,Tom turned to me.,6
3511,"“You live near here, Nick?”",6
3513,“Next door.”,6
3515,“That so?”,6
3517,"Mr. Sloane didn’t enter into the conversation, but lounged back",6
3518,haughtily in his chair; the woman said nothing either—until,6
3519,"unexpectedly, after two highballs, she became cordial.",6
3521,"“We’ll all come over to your next party, Mr. Gatsby,” she suggested.",6
3522,“What do you say?”,6
3524,“Certainly; I’d be delighted to have you.”,6
3526,"“Be ver’ nice,” said Mr. Sloane, without gratitude. “Well—think ought",6
3527,to be starting home.”,6
3529,"“Please don’t hurry,” Gatsby urged them. He had control of himself",6
3530,"now, and he wanted to see more of Tom. “Why don’t you—why don’t you",6
3531,stay for supper? I wouldn’t be surprised if some other people dropped,6
3532,in from New York.”,6
3534,"“You come to supper with me,” said the lady enthusiastically. “Both of",6
3535,you.”,6
3537,This included me. Mr. Sloane got to his feet.,6
3539,"“Come along,” he said—but to her only.",6
3541,"“I mean it,” she insisted. “I’d love to have you. Lots of room.”",6
3543,Gatsby looked at me questioningly. He wanted to go and he didn’t see,6
3544,that Mr. Sloane had determined he shouldn’t.,6
3546,"“I’m afraid I won’t be able to,” I said.",6
3548,"“Well, you come,” she urged, concentrating on Gatsby.",6
3550,Mr. Sloane murmured something close to her ear.,6
3552,"“We won’t be late if we start now,” she insisted aloud.",6
3554,"“I haven’t got a horse,” said Gatsby. “I used to ride in the army, but",6
3555,I’ve never bought a horse. I’ll have to follow you in my car. Excuse,6
3556,me for just a minute.”,6
3558,"The rest of us walked out on the porch, where Sloane and the lady",6
3559,began an impassioned conversation aside.,6
3561,"“My God, I believe the man’s coming,” said Tom. “Doesn’t he know she",6
3562,doesn’t want him?”,6
3564,“She says she does want him.”,6
3566,“She has a big dinner party and he won’t know a soul there.” He,6
3567,"frowned. “I wonder where in the devil he met Daisy. By God, I may be",6
3568,"old-fashioned in my ideas, but women run around too much these days to",6
3569,suit me. They meet all kinds of crazy fish.”,6
3571,Suddenly Mr. Sloane and the lady walked down the steps and mounted,6
3572,their horses.,6
3574,"“Come on,” said Mr. Sloane to Tom, “we’re late. We’ve got to go.”  And",6
3575,"then to me: “Tell him we couldn’t wait, will you?”",6
3577,"Tom and I shook hands, the rest of us exchanged a cool nod, and they",6
3578,"trotted quickly down the drive, disappearing under the August foliage",6
3579,"just as Gatsby, with hat and light overcoat in hand, came out the",6
3580,front door.,6
3582,"Tom was evidently perturbed at Daisy’s running around alone, for on",6
3583,the following Saturday night he came with her to Gatsby’s,6
3584,party. Perhaps his presence gave the evening its peculiar quality of,6
3585,oppressiveness—it stands out in my memory from Gatsby’s other parties,6
3586,"that summer. There were the same people, or at least the same sort of",6
3587,"people, the same profusion of champagne, the same many-coloured,",6
3588,"many-keyed commotion, but I felt an unpleasantness in the air, a",6
3589,pervading harshness that hadn’t been there before. Or perhaps I had,6
3590,"merely grown used to it, grown to accept West Egg as a world complete",6
3591,"in itself, with its own standards and its own great figures, second to",6
3592,"nothing because it had no consciousness of being so, and now I was",6
3593,"looking at it again, through Daisy’s eyes. It is invariably saddening",6
3594,to look through new eyes at things upon which you have expended your,6
3595,own powers of adjustment.,6
3597,"They arrived at twilight, and, as we strolled out among the sparkling",6
3598,"hundreds, Daisy’s voice was playing murmurous tricks in her throat.",6
3600,"“These things excite me so,” she whispered. “If you want to kiss me",6
3601,"any time during the evening, Nick, just let me know and I’ll be glad",6
3602,to arrange it for you. Just mention my name. Or present a green card.,6
3603,I’m giving out green—”,6
3605,"“Look around,” suggested Gatsby.",6
3607,“I’m looking around. I’m having a marvellous—”,6
3609,“You must see the faces of many people you’ve heard about.”,6
3611,Tom’s arrogant eyes roamed the crowd.,6
3613,"“We don’t go around very much,” he said; “in fact, I was just thinking",6
3614,I don’t know a soul here.”,6
3616,"“Perhaps you know that lady.” Gatsby indicated a gorgeous, scarcely",6
3617,human orchid of a woman who sat in state under a white-plum tree. Tom,6
3618,"and Daisy stared, with that peculiarly unreal feeling that accompanies",6
3619,the recognition of a hitherto ghostly celebrity of the movies.,6
3621,"“She’s lovely,” said Daisy.",6
3623,“The man bending over her is her director.”,6
3625,He took them ceremoniously from group to group:,6
3627,“Mrs. Buchanan … and Mr. Buchanan—” After an instant’s hesitation he,6
3628,added: “the polo player.”,6
3630,"“Oh no,” objected Tom quickly, “not me.”",6
3632,But evidently the sound of it pleased Gatsby for Tom remained “the,6
3633,polo player” for the rest of the evening.,6
3635,"“I’ve never met so many celebrities,” Daisy exclaimed. “I liked that",6
3636,man—what was his name?—with the sort of blue nose.”,6
3638,"Gatsby identified him, adding that he was a small producer.",6
3640,"“Well, I liked him anyhow.”",6
3642,"“I’d a little rather not be the polo player,” said Tom pleasantly,",6
3643,“I’d rather look at all these famous people in—in oblivion.”,6
3645,"Daisy and Gatsby danced. I remember being surprised by his graceful,",6
3646,conservative foxtrot—I had never seen him dance before. Then they,6
3647,"sauntered over to my house and sat on the steps for half an hour,",6
3648,while at her request I remained watchfully in the garden. “In case,6
3649,"there’s a fire or a flood,” she explained, “or any act of God.”",6
3651,Tom appeared from his oblivion as we were sitting down to supper,6
3652,together. “Do you mind if I eat with some people over here?” he,6
3653,said. “A fellow’s getting off some funny stuff.”,6
3655,"“Go ahead,” answered Daisy genially, “and if you want to take down any",6
3656,addresses here’s my little gold pencil.” … She looked around after a,6
3657,"moment and told me the girl was “common but pretty,” and I knew that",6
3658,except for the half-hour she’d been alone with Gatsby she wasn’t,6
3659,having a good time.,6
3661,We were at a particularly tipsy table. That was my fault—Gatsby had,6
3662,"been called to the phone, and I’d enjoyed these same people only two",6
3663,weeks before. But what had amused me then turned septic on the air,6
3664,now.,6
3666,"“How do you feel, Miss Baedeker?”",6
3668,"The girl addressed was trying, unsuccessfully, to slump against my",6
3669,shoulder. At this inquiry she sat up and opened her eyes.,6
3671,“Wha’?”,6
3673,"A massive and lethargic woman, who had been urging Daisy to play golf",6
3674,"with her at the local club tomorrow, spoke in Miss Baedeker’s defence:",6
3676,"“Oh, she’s all right now. When she’s had five or six cocktails she",6
3677,always starts screaming like that. I tell her she ought to leave it,6
3678,alone.”,6
3680,"“I do leave it alone,” affirmed the accused hollowly.",6
3682,"“We heard you yelling, so I said to Doc Civet here: ‘There’s somebody",6
3683,"that needs your help, Doc.’ ”",6
3685,"“She’s much obliged, I’m sure,” said another friend, without",6
3686,"gratitude, “but you got her dress all wet when you stuck her head in",6
3687,the pool.”,6
3689,"“Anything I hate is to get my head stuck in a pool,” mumbled Miss",6
3690,Baedeker. “They almost drowned me once over in New Jersey.”,6
3692,"“Then you ought to leave it alone,” countered Doctor Civet.",6
3694,“Speak for yourself!” cried Miss Baedeker violently. “Your hand,6
3695,shakes. I wouldn’t let you operate on me!”,6
3697,It was like that. Almost the last thing I remember was standing with,6
3698,Daisy and watching the moving-picture director and his Star. They were,6
3699,still under the white-plum tree and their faces were touching except,6
3700,"for a pale, thin ray of moonlight between. It occurred to me that he",6
3701,had been very slowly bending toward her all evening to attain this,6
3702,"proximity, and even while I watched I saw him stoop one ultimate",6
3703,degree and kiss at her cheek.,6
3705,"“I like her,” said Daisy, “I think she’s lovely.”",6
3707,But the rest offended her—and inarguably because it wasn’t a gesture,6
3708,"but an emotion. She was appalled by West Egg, this unprecedented",6
3709,“place” that Broadway had begotten upon a Long Island fishing,6
3710,village—appalled by its raw vigour that chafed under the old,6
3711,euphemisms and by the too obtrusive fate that herded its inhabitants,6
3712,along a shortcut from nothing to nothing. She saw something awful in,6
3713,the very simplicity she failed to understand.,6
3715,I sat on the front steps with them while they waited for their car.,6
3716,It was dark here in front; only the bright door sent ten square feet,6
3717,of light volleying out into the soft black morning. Sometimes a shadow,6
3718,"moved against a dressing-room blind above, gave way to another shadow,",6
3719,"an indefinite procession of shadows, who rouged and powdered in an",6
3720,invisible glass.,6
3722,“Who is this Gatsby anyhow?” demanded Tom suddenly. “Some big,6
3723,bootlegger?”,6
3725,“Where’d you hear that?” I inquired.,6
3727,“I didn’t hear it. I imagined it. A lot of these newly rich people are,6
3728,"just big bootleggers, you know.”",6
3730,"“Not Gatsby,” I said shortly.",6
3732,He was silent for a moment. The pebbles of the drive crunched under,6
3733,his feet.,6
3735,"“Well, he certainly must have strained himself to get this menagerie",6
3736,together.”,6
3738,A breeze stirred the grey haze of Daisy’s fur collar.,6
3740,"“At least they are more interesting than the people we know,” she said",6
3741,with an effort.,6
3743,“You didn’t look so interested.”,6
3745,"“Well, I was.”",6
3747,Tom laughed and turned to me.,6
3749,“Did you notice Daisy’s face when that girl asked her to put her under,6
3750,a cold shower?”,6
3752,"Daisy began to sing with the music in a husky, rhythmic whisper,",6
3753,bringing out a meaning in each word that it had never had before and,6
3754,would never have again. When the melody rose her voice broke up,6
3755,"sweetly, following it, in a way contralto voices have, and each change",6
3756,tipped out a little of her warm human magic upon the air.,6
3758,"“Lots of people come who haven’t been invited,” she said",6
3759,suddenly. “That girl hadn’t been invited. They simply force their way,6
3760,in and he’s too polite to object.”,6
3762,"“I’d like to know who he is and what he does,” insisted Tom. “And I",6
3763,think I’ll make a point of finding out.”,6
3765,"“I can tell you right now,” she answered. “He owned some drugstores, a",6
3766,lot of drugstores. He built them up himself.”,6
3768,The dilatory limousine came rolling up the drive.,6
3770,"“Good night, Nick,” said Daisy.",6
3772,"Her glance left me and sought the lighted top of the steps, where",6
3773,"“Three O’Clock in the Morning,” a neat, sad little waltz of that year,",6
3774,"was drifting out the open door. After all, in the very casualness of",6
3775,Gatsby’s party there were romantic possibilities totally absent from,6
3776,her world. What was it up there in the song that seemed to be calling,6
3777,"her back inside? What would happen now in the dim, incalculable hours?",6
3778,"Perhaps some unbelievable guest would arrive, a person infinitely rare",6
3779,"and to be marvelled at, some authentically radiant young girl who with",6
3780,"one fresh glance at Gatsby, one moment of magical encounter, would",6
3781,blot out those five years of unwavering devotion.,6
3783,"I stayed late that night. Gatsby asked me to wait until he was free,",6
3784,and I lingered in the garden until the inevitable swimming party had,6
3785,"run up, chilled and exalted, from the black beach, until the lights",6
3786,were extinguished in the guestrooms overhead. When he came down the,6
3787,"steps at last the tanned skin was drawn unusually tight on his face,",6
3788,and his eyes were bright and tired.,6
3790,"“She didn’t like it,” he said immediately.",6
3792,“Of course she did.”,6
3794,"“She didn’t like it,” he insisted. “She didn’t have a good time.”",6
3796,"He was silent, and I guessed at his unutterable depression.",6
3798,"“I feel far away from her,” he said. “It’s hard to make her",6
3799,understand.”,6
3801,“You mean about the dance?”,6
3803,“The dance?” He dismissed all the dances he had given with a snap of,6
3804,"his fingers. “Old sport, the dance is unimportant.”",6
3806,He wanted nothing less of Daisy than that she should go to Tom and,6
3807,say: “I never loved you.” After she had obliterated four years with,6
3808,that sentence they could decide upon the more practical measures to be,6
3809,"taken. One of them was that, after she was free, they were to go back",6
3810,to Louisville and be married from her house—just as if it were five,6
3811,years ago.,6
3813,"“And she doesn’t understand,” he said. “She used to be able to",6
3814,understand. We’d sit for hours—”,6
3816,He broke off and began to walk up and down a desolate path of fruit,6
3817,rinds and discarded favours and crushed flowers.,6
3819,"“I wouldn’t ask too much of her,” I ventured. “You can’t repeat the",6
3820,past.”,6
3822,“Can’t repeat the past?” he cried incredulously. “Why of course you,6
3823,can!”,6
3825,"He looked around him wildly, as if the past were lurking here in the",6
3826,"shadow of his house, just out of reach of his hand.",6
3828,"“I’m going to fix everything just the way it was before,” he said,",6
3829,nodding determinedly. “She’ll see.”,6
3831,"He talked a lot about the past, and I gathered that he wanted to",6
3832,"recover something, some idea of himself perhaps, that had gone into",6
3833,"loving Daisy. His life had been confused and disordered since then,",6
3834,but if he could once return to a certain starting place and go over it,6
3835,"all slowly, he could find out what that thing was …",6
3837,"… One autumn night, five years before, they had been walking down the",6
3838,"street when the leaves were falling, and they came to a place where",6
3839,there were no trees and the sidewalk was white with moonlight. They,6
3840,stopped here and turned toward each other. Now it was a cool night,6
3841,with that mysterious excitement in it which comes at the two changes,6
