,term_str,pos_max,count,n,num,stop,stem_porter,stem_snowball,stem_lancaster
2996,judging,VBG,1,1,0,0,judg,judg,judg
2997,judy,NNP,1,1,0,0,judi,judi,judy
2998,jugjugspat,NN,1,1,0,0,jugjugspat,jugjugspat,jugjugsp
2999,juice,NN,1,1,0,0,juic,juic,juic
3000,julep,NN,3,3,0,0,julep,julep,julep
3001,july,NNP,4,4,0,0,juli,juli,july
3002,jumped,VBD,7,7,0,0,jump,jump,jump
3003,jumping,NN,1,2,0,0,jump,jump,jump
3004,june,NNP,8,8,0,0,june,june,jun
3005,just,RB,97,100,0,1,just,just,just
3006,justified,VBN,1,1,0,0,justifi,justifi,just
3007,justwhat,WDT,1,1,0,0,justwhat,justwhat,justwh
3008,jut,NN,2,2,0,0,jut,jut,jut
3009,juxtaposition,NN,1,1,0,0,juxtaposit,juxtaposit,juxtaposit
3010,kaiser,NNP,1,1,0,0,kaiser,kaiser,kais
3011,kant,NNP,1,1,0,0,kant,kant,kant
3012,kapiolani,NNP,1,1,0,0,kapiolani,kapiolani,kapiolan
3013,katspaugh,NNP,2,2,0,0,katspaugh,katspaugh,katspaugh
3014,kaye,NNP,3,3,0,0,kay,kay,kay
3015,keenly,RB,3,3,0,0,keenli,keen,keen
3016,keep,VB,8,11,0,0,keep,keep,keep
3017,keeping,VBG,3,3,0,0,keep,keep,keep
3018,kellehers,NNP,1,1,0,0,kelleh,kelleh,kelleh
3019,kept,VBD,10,11,0,0,kept,kept,kept
3020,kerb,NN,1,1,0,0,kerb,kerb,kerb
3021,key,NN,3,3,0,0,key,key,key
3022,keys,NNS,1,1,0,0,key,key,key
3023,kicking,VBG,1,1,0,0,kick,kick,kick
3024,kidding,VBG,1,1,0,0,kid,kid,kid
3025,kike,NN,1,1,0,0,kike,kike,kik
3026,kill,VB,1,1,0,0,kill,kill,kil
3027,killed,VBD,8,12,0,0,kill,kill,kil
3028,kind,NN,10,10,0,0,kind,kind,kind
3029,kindly,RB,2,2,0,0,kindli,kind,kind
3030,kinds,NNS,2,2,0,0,kind,kind,kind
3031,king,NN,1,1,0,0,king,king,king
3032,kiss,VBP,1,3,0,0,kiss,kiss,kiss
3033,kissed,VBD,6,6,0,0,kiss,kiss,kiss
3034,kissing,VBG,1,1,0,0,kiss,kiss,kiss
3035,kissmeatthegate,NN,1,1,0,0,kissmeattheg,kissmeattheg,kissmeattheg
3036,kitchen,NN,9,9,0,0,kitchen,kitchen,kitch
3037,klipspringer,NNP,7,7,0,0,klipspring,klipspring,klipspr
3038,knee,NN,3,3,0,0,knee,knee,kne
3039,knees,NNS,1,1,0,0,knee,knee,kne
3040,knelt,VB,1,1,0,0,knelt,knelt,knelt
3041,knew,VBD,48,54,0,0,knew,knew,knew
3042,knickerbockers,NNS,1,1,0,0,knickerbock,knickerbock,knickerbock
3043,knobs,VB,1,1,0,0,knob,knob,knob
3044,knock,NN,1,1,0,0,knock,knock,knock
3045,knocked,VBN,2,2,0,0,knock,knock,knock
3046,knocking,NN,1,1,0,0,knock,knock,knock
3047,knotted,VBD,1,1,0,0,knot,knot,knot
3048,know,VBP,58,97,0,0,know,know,know
3049,knowing,VBG,2,2,0,0,know,know,know
3050,knowledge,NN,1,1,0,0,knowledg,knowledg,knowledg
3051,knowlock,VBP,1,1,0,0,knowlock,knowlock,knowlock
3052,known,VBN,11,12,0,0,known,known,known
3053,knows,VBZ,4,5,0,0,know,know,know
3054,knowthough,NN,1,1,0,0,knowthough,knowthough,knowthough
3055,knuckle,NN,1,1,0,0,knuckl,knuckl,knuckl
3056,l,NNP,1,1,0,0,l,l,l
3057,labyrinth,NN,1,1,0,0,labyrinth,labyrinth,labyrin
3058,lacing,NN,1,1,0,0,lace,lace,lac
3059,ladder,NN,1,1,0,0,ladder,ladder,lad
3060,laden,NN,2,2,0,0,laden,laden,lad
3061,ladies,NNS,4,4,0,0,ladi,ladi,lady
3062,lady,NN,5,8,0,0,ladi,ladi,lady
3063,laid,JJ,1,1,0,0,laid,laid,laid
3064,lake,NNP,4,4,0,0,lake,lake,lak
3065,lamp,NN,1,1,0,0,lamp,lamp,lamp
3066,lamplight,NN,1,1,0,0,lamplight,lamplight,lamplight
3067,lamps,NNS,1,1,0,0,lamp,lamp,lamp
3068,land,NN,4,4,0,0,land,land,land
3069,lane,NN,1,1,0,0,lane,lane,lan
3070,lanes,NNS,1,1,0,0,lane,lane,lan
3071,languid,JJ,1,1,0,0,languid,languid,languid
3072,languidly,RB,1,1,0,0,languidli,languid,languid
3073,lap,NN,5,5,0,0,lap,lap,lap
3074,lapped,VBD,1,1,0,0,lap,lap,lap
3075,lapsed,VBN,2,2,0,0,laps,laps,laps
3076,large,JJ,11,11,0,0,larg,larg,larg
3077,largest,JJS,2,2,0,0,largest,largest,largest
3078,last,JJ,45,45,0,0,last,last,last
3079,lasted,VBD,1,2,0,0,last,last,last
3080,late,JJ,9,13,0,0,late,late,lat
3081,lately,RB,1,1,0,0,late,late,lat
3082,later,RB,21,25,0,0,later,later,lat
3083,latest,JJS,2,2,0,0,latest,latest,latest
3084,lather,NN,2,2,0,0,lather,lather,lath
3085,latter,NN,1,1,0,0,latter,latter,lat
3086,laudable,JJ,1,1,0,0,laudabl,laudabl,laud
3087,laugh,NN,8,9,0,0,laugh,laugh,laugh
3088,laughed,VBD,11,15,0,0,laugh,laugh,laugh
3089,laughing,VBG,1,1,0,0,laugh,laugh,laugh
3090,laughter,NN,12,13,0,0,laughter,laughter,laught
3091,laundered,VBN,1,1,0,0,launder,launder,laund
3092,laundry,NN,1,1,0,0,laundri,laundri,laundry
3093,lavender,NN,4,5,0,0,lavend,lavend,lavend
3094,lavendercoloured,JJ,1,1,0,0,lavendercolour,lavendercolour,lavendercolo
3095,lavish,JJ,1,1,0,0,lavish,lavish,lav
3096,lawn,NN,22,22,0,0,lawn,lawn,lawn
3097,lawnmower,NN,1,1,0,0,lawnmow,lawnmow,lawnmow
3098,lawns,NNS,4,4,0,0,lawn,lawn,lawn
3099,laws,NNS,1,1,0,0,law,law,law
3100,lay,VBD,9,13,0,0,lay,lay,lay
3101,layers,NNS,1,1,0,0,layer,layer,lay
3102,lazily,RB,1,1,0,0,lazili,lazili,lazy
3103,leaden,JJ,1,1,0,0,leaden,leaden,lead
3104,leader,NN,2,2,0,0,leader,leader,lead
3105,leading,VBG,1,1,0,0,lead,lead,lead
3106,leaf,NN,1,1,0,0,leaf,leaf,leaf
3107,leaked,VBD,1,1,0,0,leak,leak,leak
3108,leaking,NN,1,2,0,0,leak,leak,leak
3109,lean,JJ,1,1,0,0,lean,lean,lean
3110,leaned,VBD,11,15,0,0,lean,lean,lean
3111,leaning,VBG,6,6,0,0,lean,lean,lean
3112,learn,VB,2,2,0,0,learn,learn,learn
3113,learned,VBN,1,1,0,0,learn,learn,learn
3114,leash,NN,1,1,0,0,leash,leash,leash
3115,least,JJS,13,15,0,0,least,least,least
3116,leather,NN,5,5,0,0,leather,leather,leath
3117,leave,VB,10,12,0,0,leav,leav,leav
3118,leaves,NNS,7,8,0,0,leav,leav,leav
3119,leaving,VBG,13,13,0,0,leav,leav,leav
3120,lectures,NNP,1,1,0,0,lectur,lectur,lect
3121,led,VBN,1,1,0,0,led,led,led
3122,leeches,NNP,1,1,0,0,leech,leech,leech
3123,left,VBD,28,40,0,0,left,left,left
3124,leftthe,VBP,1,1,0,0,leftth,leftth,leftth
3125,leg,NN,2,2,0,0,leg,leg,leg
3126,legacy,NN,1,1,0,0,legaci,legaci,leg
3127,legal,JJ,1,1,0,0,legal,legal,leg
3128,legally,RB,1,1,0,0,legal,legal,leg
3129,legend,NN,1,1,0,0,legend,legend,legend
3130,legends,NNS,1,1,0,0,legend,legend,legend
3131,legion,NNP,2,2,0,0,legion,legion,leg
3132,legros,NNP,1,1,0,0,legro,legro,legro
3133,legs,NNS,2,2,0,0,leg,leg,leg
3134,leisurely,NN,1,1,0,0,leisur,leisur,leis
3135,lem,IN,1,1,0,0,lem,lem,lem
3136,lemon,NN,1,1,0,0,lemon,lemon,lemon
3137,lemonade,NN,1,1,0,0,lemonad,lemonad,lemonad
3138,lemons,NNS,3,3,0,0,lemon,lemon,lemon
3139,length,NN,3,3,0,0,length,length,leng
3140,less,JJR,6,12,0,0,less,less,less
3141,lesser,JJR,1,1,0,0,lesser,lesser,less
3142,lester,NNP,1,1,0,0,lester,lester,lest
3143,let,VB,27,38,0,0,let,let,let
3144,lethargic,JJ,1,1,0,0,letharg,letharg,letharg
3145,letter,NN,7,7,0,0,letter,letter,let
3146,letters,NNS,2,2,0,0,letter,letter,let
3147,letting,VBG,1,1,0,0,let,let,let
3148,level,NN,2,2,0,0,level,level,level
3149,lever,NN,1,1,0,0,lever,lever,lev
3150,leveragea,NN,1,1,0,0,leveragea,leveragea,leverage
3151,levity,NN,1,1,0,0,leviti,leviti,lev
3152,lewis,NNP,1,1,0,0,lewi,lewi,lew
3153,liable,JJ,2,2,0,0,liabl,liabl,liabl
3154,libel,NN,1,1,0,0,libel,libel,libel
3155,libertine,NN,1,1,0,0,libertin,libertin,libertin
3156,library,NN,7,10,0,0,librari,librari,libr
3157,lick,VB,1,1,0,0,lick,lick,lick
3158,lie,NN,3,5,0,0,lie,lie,lie
3159,lied,VBD,2,2,0,0,lie,lie,lied
3160,lies,VBZ,1,1,0,0,lie,lie,lie
3161,lieutenant,NN,2,2,0,0,lieuten,lieuten,lieut
3162,life,NN,28,29,0,0,life,life,lif
3163,lifted,VBN,2,5,0,0,lift,lift,lift
3164,lifting,VBG,1,1,0,0,lift,lift,lift
3165,light,NN,29,42,0,0,light,light,light
3166,lighted,JJ,2,3,0,0,light,light,light
3167,lightheaded,JJ,1,1,0,0,lighthead,lighthead,lighthead
3168,lightly,RB,3,3,0,0,lightli,light,light
3169,lights,NNS,11,11,0,0,light,light,light
3170,like,IN,112,120,0,0,like,like,lik
3171,liked,VBD,5,5,0,0,like,like,lik
3172,likedand,VBP,1,1,0,0,likedand,likedand,likedand
3173,likely,JJ,3,4,0,0,like,like,lik
3174,lilactrees,VBZ,1,1,0,0,lilactre,lilactre,lilact
3175,lillythey,NNP,1,1,0,0,lillythey,lillythey,lillythey
3176,limit,NN,2,2,0,0,limit,limit,limit
3177,limited,JJ,3,3,0,0,limit,limit,limit
3178,limits,NNS,1,1,0,0,limit,limit,limit
3179,limousine,NN,3,3,0,0,limousin,limousin,limousin
3180,line,NN,10,11,0,0,line,line,lin
3181,lined,VBN,1,2,0,0,line,line,lin
3182,linen,NN,1,2,0,0,linen,linen,lin
3183,linger,VB,1,1,0,0,linger,linger,ling
3184,lingered,VBN,2,3,0,0,linger,linger,ling
3185,lingering,NN,1,1,0,0,linger,linger,ling
3186,lingeringly,RB,1,1,0,0,lingeringli,linger,ling
3187,link,NN,1,1,0,0,link,link,link
3188,lip,NN,1,1,0,0,lip,lip,lip
3189,lips,NNS,10,11,0,0,lip,lip,lip
3190,liquor,NN,3,3,0,0,liquor,liquor,liqu
3191,liquors,NNS,1,1,0,0,liquor,liquor,liqu
3192,list,NN,4,5,0,0,list,list,list
3193,listen,NNP,6,9,0,0,listen,listen,list
3194,listened,VBN,1,1,0,0,listen,listen,list
3195,listenedthen,VB,1,1,0,0,listenedthen,listenedthen,listenedth
3196,listening,VBG,4,4,0,0,listen,listen,list
3197,lit,NN,2,4,0,0,lit,lit,lit
3198,literally,RB,2,2,0,0,liter,liter,lit
3199,literary,JJ,1,1,0,0,literari,literari,lit
3200,little,JJ,100,103,0,0,littl,littl,littl
3201,live,VBP,11,16,0,0,live,live,liv
3202,lived,VBD,9,11,0,0,live,live,liv
3203,liver,NN,1,1,0,0,liver,liver,liv
3204,lives,NNS,1,1,0,0,live,live,liv
3205,living,VBG,2,3,0,0,live,live,liv
3206,livingroom,NN,6,6,0,0,livingroom,livingroom,livingroom
3207,ll,JJ,42,77,0,1,ll,ll,ll
3208,loafing,VBG,2,2,0,0,loaf,loaf,loaf
3209,local,JJ,2,2,0,0,local,local,loc
3210,locality,NN,1,1,0,0,local,local,loc
3211,locating,VBG,1,1,0,0,locat,locat,loc
3212,locked,VBN,3,4,0,0,lock,lock,lock
3213,loitered,VBN,1,1,0,0,loiter,loiter,loit
3214,loneliness,NN,2,3,0,0,loneli,loneli,lon
3215,lonely,RB,2,2,0,0,lone,lone,lon
3216,long,JJ,32,62,0,0,long,long,long
3217,longer,RBR,5,14,0,0,longer,longer,long
3218,longest,JJS,3,3,0,0,longest,longest,longest
3219,look,NN,16,51,0,0,look,look,look
3220,looked,VBD,75,82,0,0,look,look,look
3221,lookedand,VB,1,1,0,0,lookedand,lookedand,lookedand
3222,lookedthe,VBP,1,1,0,0,lookedth,lookedth,lookedth
3223,looking,VBG,34,34,0,0,look,look,look
3224,looks,VBZ,6,7,0,0,look,look,look
3225,loose,RB,1,1,0,0,loos,loos,loos
3226,lost,VBD,6,11,0,0,lost,lost,lost
3227,lot,NN,9,9,0,0,lot,lot,lot
3228,lots,NNS,2,3,0,0,lot,lot,lot
3229,loud,JJ,5,6,0,0,loud,loud,loud
3230,louisiana,NNP,1,1,0,0,louisiana,louisiana,louisian
3231,louisville,NNP,7,7,0,0,louisvil,louisvill,louisvil
3232,lounged,VBD,1,1,0,0,loung,loung,loung
3233,love,NN,12,24,0,0,love,love,lov
3234,loved,VBD,15,19,0,0,love,love,lov
3235,lovely,JJ,5,10,0,0,love,love,lov
3236,loves,VBZ,3,3,0,0,love,love,lov
3237,loving,VBG,1,1,0,0,love,love,lov
3238,low,JJ,10,10,0,0,low,low,low
3239,lower,JJR,6,7,0,0,lower,lower,low
3240,lowered,VBD,1,1,0,0,lower,lower,low
3241,lucille,NNP,6,6,0,0,lucil,lucill,lucil
3242,luckily,RB,2,2,0,0,luckili,luckili,lucky
3243,lucky,JJ,1,1,0,0,lucki,lucki,lucky
3244,lull,NN,1,1,0,0,lull,lull,lul
3245,luminosity,NN,1,1,0,0,luminos,luminos,luminos
3246,lumps,NNS,1,1,0,0,lump,lump,lump
3247,lunch,NN,11,13,0,0,lunch,lunch,lunch
3248,lunched,VBD,1,1,0,0,lunch,lunch,lunch
3249,luncheon,NN,3,4,0,0,luncheon,luncheon,luncheon
3250,lurch,NN,1,1,0,0,lurch,lurch,lurch
3251,lurched,VBN,1,1,0,0,lurch,lurch,lurch
3252,lurches,VBZ,1,1,0,0,lurch,lurch,lurch
3253,lurking,VBG,1,1,0,0,lurk,lurk,lurk
3254,lustily,RB,1,1,0,0,lustili,lustili,lusty
3255,lustreless,JJ,1,1,0,0,lustreless,lustreless,lustreless
3256,lutheran,NNP,2,2,0,0,lutheran,lutheran,luth
3257,luxuriated,VBD,1,1,0,0,luxuri,luxuri,luxury
3258,luxury,NN,1,1,0,0,luxuri,luxuri,luxury
3259,lying,VBG,4,5,0,0,lie,lie,lying
3260,lyric,NN,1,1,0,0,lyric,lyric,lyr
3261,m,RB,33,72,0,1,m,m,m
3262,machine,NN,1,1,0,0,machin,machin,machin
3263,machinegun,JJ,1,1,0,0,machinegun,machinegun,machinegun
3264,machineguns,NNS,1,1,0,0,machinegun,machinegun,machinegun
3265,machines,NNS,2,2,0,0,machin,machin,machin
3266,mad,JJ,3,4,0,0,mad,mad,mad
3267,madame,NN,2,4,0,0,madam,madam,madam
3268,made,VBD,39,63,0,0,made,made,mad
3269,madison,NNP,1,1,0,0,madison,madison,madison
3270,madman,NN,2,2,0,0,madman,madman,madm
3271,maecenas,NNP,1,1,0,0,maecena,maecena,maecena
3272,magazine,NN,3,3,0,0,magazin,magazin,magazin
3273,magazines,NNS,2,2,0,0,magazin,magazin,magazin
3274,magic,NN,2,2,0,0,magic,magic,mag
3275,magical,JJ,1,1,0,0,magic,magic,mag
3276,magnanimous,JJ,1,1,0,0,magnanim,magnanim,magnanim
3277,maid,NN,2,2,0,0,maid,maid,maid
3278,main,JJ,2,3,0,0,main,main,main
3279,maine,NNP,1,1,0,0,main,main,main
3280,maintenon,NNP,1,1,0,0,maintenon,maintenon,maintenon
3281,majestic,JJ,1,1,0,0,majest,majest,majest
3282,major,JJ,2,3,0,0,major,major,maj
3283,majority,NN,1,1,0,0,major,major,maj
3284,make,VB,19,27,0,0,make,make,mak
3285,makes,VBZ,1,1,0,0,make,make,mak
3286,making,VBG,10,11,0,0,make,make,mak
3287,malevolence,NN,1,1,0,0,malevol,malevol,malevol
3288,malice,NN,1,1,0,0,malic,malic,mal
3289,man,NN,112,112,0,0,man,man,man
3290,managed,VBD,1,1,0,0,manag,manag,man
3291,manit,NN,1,1,0,0,manit,manit,manit
3292,manner,NN,4,4,0,0,manner,manner,man
3293,mansion,NN,5,5,0,0,mansion,mansion,mand
3294,mantelpiece,NN,2,2,0,0,mantelpiec,mantelpiec,mantelpiec
3295,manwhat,NN,1,1,0,0,manwhat,manwhat,manwh
3296,many,JJ,15,15,0,0,mani,mani,many
3297,manycoloured,JJ,2,2,0,0,manycolour,manycolour,manycolo
3298,manykeyed,JJ,1,1,0,0,manykey,manykey,manykey
3299,manywindowed,JJ,1,1,0,0,manywindow,manywindow,manywindow
3300,marble,JJ,3,5,0,0,marbl,marbl,marbl
3301,march,NNP,1,1,0,0,march,march,march
3302,marie,NNP,1,1,0,0,mari,mari,mary
3303,marked,VBN,1,1,0,0,mark,mark,mark
3304,marred,VBN,1,2,0,0,mar,mar,mar
3305,marriage,NN,2,2,0,0,marriag,marriag,marry
3306,married,VBN,12,22,0,0,marri,marri,marry
3307,marriedand,NN,1,1,0,0,marriedand,marriedand,marriedand
3308,marriedgod,JJ,1,1,0,0,marriedgod,marriedgod,marriedgod
3309,marry,NN,1,1,0,0,marri,marri,marry
3310,marrying,NN,1,2,0,0,marri,marri,marry
3311,marseilles,NNS,1,1,0,0,marseil,marseill,marseil
3312,marshes,NNS,2,2,0,0,marsh,marsh,marsh
3313,marvelled,VBN,1,1,0,0,marvel,marvel,marvel
3314,marvelling,VBG,1,1,0,0,marvel,marvel,marvel
3315,marvellous,NN,1,1,0,0,marvel,marvel,marvel
3316,mashed,VBD,1,1,0,0,mash,mash,mash
3317,mass,NN,1,1,0,0,mass,mass,mass
3318,massage,NN,1,1,0,0,massag,massag,mass
3319,massed,JJ,2,2,0,0,mass,mass,mass
3320,massive,JJ,1,1,0,0,massiv,massiv,mass
3321,master,NN,1,1,0,0,master,master,mast
3322,mastered,VBN,1,1,0,0,master,master,mast
3323,match,NN,2,2,0,0,match,match,match
3324,matchings,NNS,1,1,0,0,match,match,match
3325,mate,NN,1,1,0,0,mate,mate,mat
3326,material,NN,3,3,0,0,materi,materi,mat
3327,matter,NN,20,20,0,0,matter,matter,mat
3328,mattered,VBD,2,3,0,0,matter,matter,mat
3329,matteroffact,NN,1,1,0,0,matteroffact,matteroffact,matteroffact
3330,matters,VBZ,1,2,0,0,matter,matter,mat
3331,mattertomorrow,NN,1,1,0,0,mattertomorrow,mattertomorrow,mattertomorrow
3332,mattress,NN,3,3,0,0,mattress,mattress,mattress
3333,maurice,NNP,1,1,0,0,mauric,mauric,maur
3334,mav,NNP,1,1,0,0,mav,mav,mav
3335,mavro,NNP,2,2,0,0,mavro,mavro,mavro
3336,may,MD,5,6,0,0,may,may,may
3337,maybe,RB,5,5,0,0,mayb,mayb,mayb
3338,mccarty,NNP,1,1,0,0,mccarti,mccarti,mccarty
3339,mcclenahan,NNP,1,1,0,0,mcclenahan,mcclenahan,mcclenahan
3340,mckee,NNP,16,16,0,0,mckee,mckee,mckee
3341,mckees,NNS,2,2,0,0,mckee,mckee,mckees
3342,me,PRP,325,327,0,1,me,me,me
3343,mean,VBP,10,18,0,0,mean,mean,mean
3344,meaning,NN,3,3,0,0,mean,mean,mean
3345,means,VBZ,2,2,0,0,mean,mean,mean
3346,meant,VBD,2,5,0,0,meant,meant,meant
3347,meantime,NN,1,1,0,0,meantim,meantim,meantim
3348,meanwhile,RB,2,2,0,0,meanwhil,meanwhil,meanwhil
3349,measure,NN,1,1,0,0,measur,measur,meas
3350,measured,VBN,1,1,0,0,measur,measur,meas
3351,measures,NNS,1,1,0,0,measur,measur,meas
3352,mechanics,NNS,1,1,0,0,mechan,mechan,mech
3353,medals,NNS,1,1,0,0,medal,medal,med
3354,meditatively,RB,1,1,0,0,medit,medit,medit
3355,mediterraneanthen,NNP,1,1,0,0,mediterraneanthen,mediterraneanthen,mediterraneanth
3356,medium,NN,2,2,0,0,medium,medium,med
3357,meet,VB,4,8,0,0,meet,meet,meet
3358,meeting,NN,2,2,0,0,meet,meet,meet
3359,meetings,NNS,1,1,0,0,meet,meet,meet
3360,melancholy,JJ,2,2,0,0,melancholi,melancholi,melancho
3361,mellow,NN,1,1,0,0,mellow,mellow,mellow
3362,melodious,JJ,1,1,0,0,melodi,melodi,melody
3363,melody,NN,2,2,0,0,melodi,melodi,melody
3364,melt,VB,1,1,0,0,melt,melt,melt
3365,melted,VBD,1,2,0,0,melt,melt,melt
3366,membership,NN,1,1,0,0,membership,membership,memb
3367,memories,NNS,2,2,0,0,memori,memori,mem
3368,memory,NN,5,5,0,0,memori,memori,mem
3369,memphis,NNP,1,1,0,0,memphi,memphi,memph
3370,men,NNS,42,42,0,0,men,men,men
3371,menacing,VBG,1,1,0,0,menac,menac,menac
3372,menagerie,NN,1,1,0,0,menageri,menageri,menagery
3373,mencarrying,NN,1,1,0,0,mencarri,mencarri,mencarry
3374,mendelssohn,NNP,1,1,0,0,mendelssohn,mendelssohn,mendelssohn
3375,mention,NN,2,3,0,0,mention,mention,ment
3376,mentioned,VBN,2,4,0,0,mention,mention,ment
3377,merely,RB,4,4,0,0,mere,mere,mer
3378,meretricious,JJ,1,1,0,0,meretrici,meretrici,meretricy
3379,merton,NNP,1,1,0,0,merton,merton,merton
3380,mess,NN,1,1,0,0,mess,mess,mess
3381,message,NN,2,2,0,0,messag,messag,mess
3382,met,VBD,13,20,0,0,met,met,met
3383,metal,NN,3,3,0,0,metal,metal,met
3384,metallic,JJ,2,2,0,0,metal,metal,metal
3385,metropole,NNP,3,3,0,0,metropol,metropol,metropol
3386,metropolitan,JJ,1,1,0,0,metropolitan,metropolitan,metropolit
3387,mexico,NNP,1,1,0,0,mexico,mexico,mexico
3388,meyer,NNP,7,7,0,0,meyer,meyer,mey
3389,michaelis,NNP,20,22,0,0,micha,micha,michael
3390,midas,NNP,1,1,0,0,mida,mida,mida
3391,middle,NNP,5,10,0,0,middl,middl,middl
3392,middleaged,JJ,1,1,0,0,middleag,middleag,middl
3393,midnight,NN,4,4,0,0,midnight,midnight,midnight
3394,midnightwas,NN,1,1,0,0,midnightwa,midnightwa,midnightwa
3395,midsummer,NN,2,2,0,0,midsumm,midsumm,midsum
3396,might,MD,26,26,0,0,might,might,might
3397,migration,NN,1,1,0,0,migrat,migrat,migr
3398,mile,NN,4,5,0,0,mile,mile,mil
3399,miles,NNS,4,4,0,0,mile,mile,mil
3400,milk,NN,4,4,0,0,milk,milk,milk
3401,milky,NNS,1,1,0,0,milki,milki,milky
3402,million,CD,1,1,0,0,million,million,mil
3403,millionaire,NN,1,1,0,0,millionair,millionair,millionair
3404,millionairesall,NN,1,1,0,0,millionairesal,millionairesal,millionairesal
3405,millions,NNS,2,2,0,0,million,million,mil
3406,milwaukee,NNP,1,1,0,0,milwauke,milwauke,milwauk
3407,mincing,VBG,1,1,0,0,minc,minc,mint
3408,mind,NN,10,11,0,0,mind,mind,mind
3409,mine,NN,9,11,0,0,mine,mine,min
3410,minedo,NN,1,1,0,0,minedo,minedo,minedo
3411,mineral,JJ,1,1,0,0,miner,miner,min
3412,mingled,VBD,1,1,0,0,mingl,mingl,mingl
3413,mingling,VBG,1,1,0,0,mingl,mingl,mingl
3414,minister,NN,3,3,0,0,minist,minist,min
3415,ministering,VBG,1,1,0,0,minist,minist,min
3416,minnesota,NNP,2,2,0,0,minnesota,minnesota,minnesot
3417,mint,NN,6,6,0,0,mint,mint,mint
3418,minute,NN,34,34,0,0,minut,minut,minut
3419,minuteit,NN,1,1,0,0,minuteit,minuteit,minuteit
3420,minutes,NNS,14,14,0,0,minut,minut,minut
3421,mirror,NN,3,3,0,0,mirror,mirror,mir
3422,mirrored,VBD,2,2,0,0,mirror,mirror,mir
3423,mischief,NN,1,1,0,0,mischief,mischief,mischief
3424,misconceptions,NNS,1,1,0,0,misconcept,misconcept,misconceiv
3425,miserable,JJ,2,2,0,0,miser,miser,mis
3426,miserably,RB,2,2,0,0,miser,miser,mis
3427,miss,NNP,34,38,0,0,miss,miss,miss
3428,missed,VBN,2,2,0,0,miss,miss,miss
3429,missing,JJ,1,2,0,0,miss,miss,miss
3430,mist,NN,2,2,0,0,mist,mist,mist
3431,mistake,NN,6,6,0,0,mistak,mistak,mistak
3432,mistaken,NN,1,1,0,0,mistaken,mistaken,mistak
3433,mistress,NN,3,3,0,0,mistress,mistress,mistress
3434,misunderstanding,VBG,1,1,0,0,misunderstand,misunderstand,misunderstand
3435,mixed,JJ,4,5,0,0,mix,mix,mix
3436,moan,NN,1,1,0,0,moan,moan,moan
3437,modelling,NN,1,1,0,0,model,model,model
3438,moderate,JJ,1,1,0,0,moder,moder,mod
3439,modern,JJ,1,1,0,0,modern,modern,modern
3440,modesty,NN,1,1,0,0,modesti,modesti,modesty
3441,modish,NN,1,1,0,0,modish,modish,mod
3442,molars,NNS,1,1,0,0,molar,molar,mol
3443,moment,NN,70,70,0,0,moment,moment,mom
3444,momentarily,RB,3,3,0,0,momentarili,momentarili,mom
3445,momentary,JJ,2,2,0,0,momentari,momentari,mom
3446,moments,NNS,3,3,0,0,moment,moment,mom
3447,momentum,NN,1,1,0,0,momentum,momentum,moment
3448,monday,NNP,1,1,0,0,monday,monday,monday
3449,mondays,NNP,1,1,0,0,monday,monday,monday
3450,money,NN,21,21,0,0,money,money,money
3451,moneya,JJ,1,1,0,0,moneya,moneya,money
3452,moneythat,WP,1,1,0,0,moneythat,moneythat,moneyth
3453,monkey,NN,1,1,0,0,monkey,monkey,monkey
3454,monograms,NNS,1,1,0,0,monogram,monogram,monogram
3455,monopolizing,VBG,1,1,0,0,monopol,monopol,monopol
3456,monstrous,JJ,1,1,0,0,monstrou,monstrous,monst
3457,montana,NNP,1,1,0,0,montana,montana,montan
3458,montauk,NNP,2,2,0,0,montauk,montauk,montauk
3459,monte,NNP,2,2,0,0,mont,mont,mont
3460,montenegrin,NNP,1,1,0,0,montenegrin,montenegrin,montenegrin
3461,montenegro,NNP,7,7,0,0,montenegro,montenegro,montenegro
3462,month,NN,7,7,0,0,month,month,mon
3463,months,NNS,8,8,0,0,month,month,month
3464,montreal,NNP,1,1,0,0,montreal,montreal,mont
3465,moon,NN,9,9,0,0,moon,moon,moon
3466,moonlight,NN,5,5,0,0,moonlight,moonlight,moonlight
3467,moonlightwatching,VBG,1,1,0,0,moonlightwatch,moonlightwatch,moonlightwatch
3468,mops,NNS,1,1,0,0,mop,mop,mop
3469,moral,JJ,1,1,0,0,moral,moral,mor
3470,morbid,VBN,1,2,0,0,morbid,morbid,morbid
3471,more,RBR,39,74,0,1,more,more,mor
3472,moreover,RB,2,2,0,0,moreov,moreov,moreov
3473,morgan,NNP,1,1,0,0,morgan,morgan,morg
3474,morning,NN,28,29,0,0,morn,morn,morn
3475,morningand,NN,1,1,0,0,morningand,morningand,morningand
3476,mornings,NNS,1,1,0,0,morn,morn,morn
3477,most,RBS,17,30,0,1,most,most,most
3478,mother,NN,9,10,0,0,mother,mother,moth
3479,moths,NNS,1,1,0,0,moth,moth,moth
3480,mothsso,NN,1,1,0,0,mothsso,mothsso,mothsso
3481,motionless,NN,2,2,0,0,motionless,motionless,motionless
3482,motor,NN,4,4,0,0,motor,motor,mot
3483,motorboat,NN,1,1,0,0,motorboat,motorboat,motorbo
