term_str,term_id,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,dpidp,dfidf
hilarity,2608,2,0,0,hilar,hilar,hil,NN,0.3522138890491458,3.169925001442312
hill,2609,4,0,0,hill,hill,hil,NNP,0.5283208335737186,4.754887502163468
hills,2610,1,0,0,hill,hill,hil,NNS,0.3522138890491458,3.169925001442312
him,2611,273,0,1,him,him,him,PRP,0.0,0.0
himand,2612,1,0,0,himand,himand,himand,NN,0.3522138890491458,3.169925001442312
himhe,2613,1,0,0,himh,himh,himh,NN,0.3522138890491458,3.169925001442312
himi,2614,1,0,0,himi,himi,him,NN,0.3522138890491458,3.169925001442312
himpossibly,2615,1,0,0,himposs,himposs,himposs,RB,0.3522138890491458,3.169925001442312
himself,2616,29,0,1,himself,himself,himself,PRP,0.1510444457264999,1.359400011538499
himwith,2617,1,0,0,himwith,himwith,himwi,NN,0.3522138890491458,3.169925001442312
hindenburg,2618,1,0,0,hindenburg,hindenburg,hindenburg,NNP,0.3522138890491458,3.169925001442312
hint,2619,3,0,0,hint,hint,hint,NN,0.5283208335737186,4.754887502163468
hinted,2620,1,0,0,hint,hint,hint,VBD,0.3522138890491458,3.169925001442312
hip,2621,1,0,0,hip,hip,hip,NNP,0.3522138890491458,3.169925001442312
hips,2622,3,0,0,hip,hip,hip,NNS,0.5283208335737186,4.754887502163468
hire,2623,1,0,0,hire,hire,hir,VBP,0.3522138890491458,3.169925001442312
hired,2624,1,0,0,hire,hire,hir,VBD,0.3522138890491458,3.169925001442312
his,2625,491,0,1,hi,his,his,PRP$,0.0,0.0
hissed,2626,1,0,0,hiss,hiss,hiss,VBD,0.3522138890491458,3.169925001442312
history,2627,6,0,0,histori,histori,hist,NN,0.4711093925305277,4.23998453277475
hit,2628,1,0,0,hit,hit,hit,VBD,0.3522138890491458,3.169925001442312
hitherto,2629,1,0,0,hitherto,hitherto,hitherto,NN,0.3522138890491458,3.169925001442312
hm,2630,1,0,0,hm,hm,hm,NNP,0.3522138890491458,3.169925001442312
hog,2631,1,0,0,hog,hog,hog,NN,0.3522138890491458,3.169925001442312
hold,2632,5,0,0,hold,hold,hold,NN,0.5283208335737186,4.754887502163468
holding,2633,9,0,0,hold,hold,hold,VBG,0.5199666673076944,4.6797000057692495
holiday,2634,2,0,0,holiday,holiday,holiday,NN,0.48220555587606934,4.339850002884624
hollow,2635,1,0,0,hollow,hollow,hollow,NN,0.3522138890491458,3.169925001442312
holloweyed,2636,1,0,0,hollowey,hollowey,hollowey,NN,0.3522138890491458,3.169925001442312
hollowly,2637,2,0,0,hollowli,hollowli,hollow,NN,0.48220555587606934,4.339850002884624
holly,2638,1,0,0,holli,holli,hol,RB,0.3522138890491458,3.169925001442312
holocaust,2639,1,0,0,holocaust,holocaust,holocaust,NN,0.3522138890491458,3.169925001442312
home,2640,27,0,0,home,home,hom,NN,0.1510444457264999,1.359400011538499
homecoming,2641,1,0,0,homecom,homecom,homecom,NN,0.3522138890491458,3.169925001442312
homes,2642,1,0,0,home,home,hom,NNS,0.3522138890491458,3.169925001442312
homogeneity,2643,1,0,0,homogen,homogen,homog,NN,0.3522138890491458,3.169925001442312
honest,2644,2,0,0,honest,honest,honest,NN,0.48220555587606934,4.339850002884624
honestly,2645,1,0,0,honestli,honest,honest,RB,0.3522138890491458,3.169925001442312
honey,2646,2,0,0,honey,honey,honey,NN,0.48220555587606934,4.339850002884624
honour,2647,2,0,0,honour,honour,hono,NN,0.48220555587606934,4.339850002884624
hooked,2648,1,0,0,hook,hook,hook,VBD,0.3522138890491458,3.169925001442312
hopalong,2649,1,0,0,hopalong,hopalong,hopalong,NNP,0.3522138890491458,3.169925001442312
hope,2650,7,0,0,hope,hope,hop,NN,0.4711093925305277,4.23998453277475
hoped,2651,3,0,0,hope,hope,hop,VBD,0.48220555587606934,4.339850002884624
hopehe,2652,1,0,0,hopeh,hopeh,hopeh,NN,0.3522138890491458,3.169925001442312
hopeless,2653,1,0,0,hopeless,hopeless,hopeless,JJ,0.3522138890491458,3.169925001442312
hoping,2654,1,0,0,hope,hope,hop,VBG,0.3522138890491458,3.169925001442312
horace,2655,1,0,0,horac,horac,horac,NNP,0.3522138890491458,3.169925001442312
horizon,2656,1,0,0,horizon,horizon,horizon,NN,0.3522138890491458,3.169925001442312
horn,2657,1,0,0,horn,horn,horn,NN,0.3522138890491458,3.169925001442312
hornbeams,2658,1,0,0,hornbeam,hornbeam,hornbeam,NNP,0.3522138890491458,3.169925001442312
horns,2659,3,0,0,horn,horn,horn,NNS,0.48220555587606934,4.339850002884624
horrible,2660,2,0,0,horribl,horribl,horr,JJ,0.48220555587606934,4.339850002884624
horribly,2661,2,0,0,horribl,horribl,horr,RB,0.48220555587606934,4.339850002884624
horsd,2662,1,0,0,horsd,horsd,horsd,JJ,0.3522138890491458,3.169925001442312
horse,2663,3,0,0,hors,hors,hors,NN,0.48220555587606934,4.339850002884624
horsebacktom,2664,1,0,0,horsebacktom,horsebacktom,horsebacktom,NN,0.3522138890491458,3.169925001442312
horses,2665,2,0,0,hors,hors,hors,NNS,0.48220555587606934,4.339850002884624
hospitable,2666,1,0,0,hospit,hospit,hospit,JJ,0.3522138890491458,3.169925001442312
hospitality,2667,3,0,0,hospit,hospit,hospit,NN,0.5283208335737186,4.754887502163468
host,2668,7,0,0,host,host,host,NN,0.5283208335737186,4.754887502163468
hostile,2669,2,0,0,hostil,hostil,hostil,JJ,0.48220555587606934,4.339850002884624
hot,2670,25,0,0,hot,hot,hot,JJ,0.4711093925305277,4.23998453277475
hotel,2671,7,0,0,hotel,hotel,hotel,NNP,0.5199666673076944,4.6797000057692495
hotels,2672,1,0,0,hotel,hotel,hotel,NNS,0.3522138890491458,3.169925001442312
hotter,2673,1,0,0,hotter,hotter,hot,NN,0.3522138890491458,3.169925001442312
hour,2674,38,0,0,hour,hour,hour,NN,0.0,0.0
hours,2675,7,0,0,hour,hour,hour,NNS,0.5199666673076944,4.6797000057692495
house,2676,91,0,0,hous,hous,hous,NN,0.1510444457264999,1.359400011538499
housejust,2677,1,0,0,housejust,housejust,housejust,NN,0.3522138890491458,3.169925001442312
houseparty,2678,2,0,0,houseparti,houseparti,houseparty,NN,0.3522138890491458,3.169925001442312
houses,2679,7,0,0,hous,hous,hous,NNS,0.4711093925305277,4.23998453277475
housethe,2680,1,0,0,houseth,houseth,houseth,NN,0.3522138890491458,3.169925001442312
hovered,2681,3,0,0,hover,hover,hov,VBD,0.48220555587606934,4.339850002884624
hovering,2682,2,0,0,hover,hover,hov,VBG,0.3522138890491458,3.169925001442312
how,2683,41,0,1,how,how,how,WRB,0.0,0.0
howard,2684,1,0,0,howard,howard,howard,NNP,0.3522138890491458,3.169925001442312
however,2685,7,0,0,howev,howev,howev,RB,0.4711093925305277,4.23998453277475
howeveri,2686,1,0,0,howeveri,howeveri,however,NNP,0.3522138890491458,3.169925001442312
hubert,2687,1,0,0,hubert,hubert,hubert,NNP,0.3522138890491458,3.169925001442312
hue,2688,1,0,0,hue,hue,hue,NN,0.3522138890491458,3.169925001442312
huge,2689,4,0,0,huge,huge,hug,JJ,0.5283208335737186,4.754887502163468
huh,2690,1,0,0,huh,huh,huh,NNP,0.3522138890491458,3.169925001442312
hulking,2691,4,0,0,hulk,hulk,hulk,VBG,0.48220555587606934,4.339850002884624
hum,2692,1,0,0,hum,hum,hum,NNP,0.3522138890491458,3.169925001442312
human,2693,8,0,0,human,human,hum,JJ,0.28199895063255076,2.5379905556929585
humidor,2694,1,0,0,humidor,humidor,humid,NN,0.3522138890491458,3.169925001442312
humiliation,2695,1,0,0,humili,humili,humy,NN,0.3522138890491458,3.169925001442312
humming,2696,1,0,0,hum,hum,hum,VBG,0.3522138890491458,3.169925001442312
humorous,2697,1,0,0,humor,humor,hum,JJ,0.3522138890491458,3.169925001442312
humorously,2698,1,0,0,humor,humor,hum,RB,0.3522138890491458,3.169925001442312
hundred,2699,14,0,0,hundr,hundr,hundr,JJ,0.28199895063255076,2.5379905556929585
hundreds,2700,4,0,0,hundr,hundr,hundr,NNS,0.5283208335737186,4.754887502163468
hung,2701,3,0,0,hung,hung,hung,VBP,0.5283208335737186,4.754887502163468
hungrily,2702,1,0,0,hungrili,hungrili,hungry,RB,0.3522138890491458,3.169925001442312
hungry,2703,1,0,0,hungri,hungri,hungry,JJ,0.3522138890491458,3.169925001442312
hunted,2704,2,0,0,hunt,hunt,hunt,VBD,0.48220555587606934,4.339850002884624
hunting,2705,1,0,0,hunt,hunt,hunt,VBG,0.3522138890491458,3.169925001442312
hurried,2706,12,0,0,hurri,hurri,hurry,VBN,0.28199895063255076,2.5379905556929585
hurriedly,2707,1,0,0,hurriedli,hurri,hurry,RB,0.3522138890491458,3.169925001442312
hurry,2708,2,0,0,hurri,hurri,hurry,NN,0.48220555587606934,4.339850002884624
hurrying,2709,2,0,0,hurri,hurri,hurry,VBG,0.3522138890491458,3.169925001442312
hurt,2710,2,0,0,hurt,hurt,hurt,VBN,0.48220555587606934,4.339850002884624
husband,2711,14,0,0,husband,husband,husband,NN,0.28199895063255076,2.5379905556929585
husbands,2712,1,0,0,husband,husband,husband,NNS,0.3522138890491458,3.169925001442312
hush,2713,3,0,0,hush,hush,hush,NN,0.48220555587606934,4.339850002884624
hushed,2714,2,0,0,hush,hush,hush,JJ,0.48220555587606934,4.339850002884624
huskier,2715,1,0,0,huskier,huskier,husky,NN,0.3522138890491458,3.169925001442312
husky,2716,5,0,0,huski,huski,husky,NN,0.5283208335737186,4.754887502163468
hydroplane,2717,4,0,0,hydroplan,hydroplan,hydropl,NN,0.5283208335737186,4.754887502163468
hysterical,2718,1,0,0,hyster,hyster,hyst,JJ,0.3522138890491458,3.169925001442312
hôtel,2719,1,0,0,hôtel,hôtel,hôtel,NNP,0.3522138890491458,3.169925001442312
i,2720,1376,0,1,i,i,i,PRP,0.0,0.0
ice,2721,6,0,0,ice,ice,ic,NN,0.5283208335737186,4.754887502163468
idea,2722,19,0,0,idea,idea,ide,NN,0.28199895063255076,2.5379905556929585
ideas,2723,3,0,0,idea,idea,idea,NNS,0.5283208335737186,4.754887502163468
identical,2724,2,0,0,ident,ident,id,JJ,0.48220555587606934,4.339850002884624
identified,2725,2,0,0,identifi,identifi,ident,VBD,0.48220555587606934,4.339850002884624
identity,2726,1,0,0,ident,ident,id,NN,0.3522138890491458,3.169925001442312
idiotically,2727,1,0,0,idiot,idiot,idiot,RB,0.3522138890491458,3.169925001442312
idols,2728,1,0,0,idol,idol,idol,NNS,0.3522138890491458,3.169925001442312
if,2729,142,0,1,if,if,if,IN,0.0,0.0
ignorant,2730,1,0,0,ignor,ignor,ign,JJ,0.3522138890491458,3.169925001442312
ill,2731,1,0,0,ill,ill,il,NN,0.3522138890491458,3.169925001442312
illuminated,2732,1,0,0,illumin,illumin,illumin,VBD,0.3522138890491458,3.169925001442312
illusion,2733,1,0,0,illus,illus,illud,NN,0.3522138890491458,3.169925001442312
illustration,2734,1,0,0,illustr,illustr,illust,NN,0.3522138890491458,3.169925001442312
image,2735,1,0,0,imag,imag,im,NN,0.3522138890491458,3.169925001442312
imaginary,2736,1,0,0,imaginari,imaginari,imagin,JJ,0.3522138890491458,3.169925001442312
imagination,2737,2,0,0,imagin,imagin,imagin,NN,0.3522138890491458,3.169925001442312
imagine,2738,2,0,0,imagin,imagin,imagin,NN,0.48220555587606934,4.339850002884624
imagined,2739,2,0,0,imagin,imagin,imagin,VBD,0.48220555587606934,4.339850002884624
imagining,2740,1,0,0,imagin,imagin,imagin,VBG,0.3522138890491458,3.169925001442312
imitation,2741,1,0,0,imit,imit,imit,NN,0.3522138890491458,3.169925001442312
immediate,2742,3,0,0,immedi,immedi,immedy,JJ,0.48220555587606934,4.339850002884624
immediately,2743,15,0,0,immedi,immedi,immedy,RB,0.1510444457264999,1.359400011538499
immediatelyand,2744,1,0,0,immediatelyand,immediatelyand,immediatelyand,VBP,0.3522138890491458,3.169925001442312
immoderately,2745,1,0,0,immoder,immoder,immod,RB,0.3522138890491458,3.169925001442312
impassioned,2746,4,0,0,impass,impass,impass,JJ,0.5199666673076944,4.6797000057692495
impatient,2747,1,0,0,impati,impati,impaty,JJ,0.3522138890491458,3.169925001442312
impatiently,2748,7,0,0,impati,impati,impaty,RB,0.4711093925305277,4.23998453277475
impenetrable,2749,1,0,0,impenetr,impenetr,impenet,JJ,0.3522138890491458,3.169925001442312
imperatively,2750,1,0,0,imper,imper,imp,RB,0.3522138890491458,3.169925001442312
imperceptibly,2751,1,0,0,impercept,impercept,impercept,RB,0.3522138890491458,3.169925001442312
impersonal,2752,2,0,0,imperson,imperson,imperson,JJ,0.48220555587606934,4.339850002884624
impersonally,2753,1,0,0,imperson,imperson,imperson,RB,0.3522138890491458,3.169925001442312
impetuously,2754,1,0,0,impetu,impetu,impetu,RB,0.3522138890491458,3.169925001442312
implied,2755,1,0,0,impli,impli,imply,VBD,0.3522138890491458,3.169925001442312
implored,2756,1,0,0,implor,implor,impl,VBN,0.3522138890491458,3.169925001442312
implying,2757,1,0,0,impli,impli,imply,VBG,0.3522138890491458,3.169925001442312
important,2758,3,0,0,import,import,import,JJ,0.48220555587606934,4.339850002884624
importantlooking,2759,1,0,0,importantlook,importantlook,importantlook,JJ,0.3522138890491458,3.169925001442312
importer,2760,1,0,0,import,import,import,NN,0.3522138890491458,3.169925001442312
impose,2761,1,0,0,impos,impos,impos,VB,0.3522138890491458,3.169925001442312
impossible,2762,2,0,0,imposs,imposs,imposs,JJ,0.48220555587606934,4.339850002884624
impression,2763,8,0,0,impress,impress,impress,NN,0.5283208335737186,4.754887502163468
impressionability,2764,1,0,0,impression,impression,impress,NN,0.3522138890491458,3.169925001442312
impressive,2765,2,0,0,impress,impress,impress,JJ,0.48220555587606934,4.339850002884624
impressively,2766,1,0,0,impress,impress,impress,RB,0.3522138890491458,3.169925001442312
imprisons,2767,1,0,0,imprison,imprison,imprison,NNS,0.3522138890491458,3.169925001442312
improving,2768,2,0,0,improv,improv,improv,VBG,0.3522138890491458,3.169925001442312
impulse,2769,2,0,0,impuls,impuls,impuls,NN,0.48220555587606934,4.339850002884624
in,2770,801,0,1,in,in,in,IN,0.0,0.0
ina,2771,1,0,0,ina,ina,in,JJ,0.3522138890491458,3.169925001442312
inafter,2772,1,0,0,inaft,inaft,inaft,NN,0.3522138890491458,3.169925001442312
inappropriate,2773,1,0,0,inappropri,inappropri,inappropry,JJ,0.3522138890491458,3.169925001442312
inarguably,2774,1,0,0,inargu,inargu,inargu,RB,0.3522138890491458,3.169925001442312
incalculable,2775,1,0,0,incalcul,incalcul,incalc,JJ,0.3522138890491458,3.169925001442312
incarnation,2776,1,0,0,incarn,incarn,incarn,NN,0.3522138890491458,3.169925001442312
incessant,2777,3,0,0,incess,incess,incess,NN,0.5283208335737186,4.754887502163468
incessantly,2778,6,0,0,incessantli,incess,incess,RB,0.5283208335737186,4.754887502163468
incident,2779,3,0,0,incid,incid,incid,NN,0.48220555587606934,4.339850002884624
inclined,2780,1,0,0,inclin,inclin,inclin,VBN,0.3522138890491458,3.169925001442312
included,2781,6,0,0,includ,includ,includ,VBD,0.3899750004807708,3.5097750043269373
including,2782,3,0,0,includ,includ,includ,VBG,0.5283208335737186,4.754887502163468
incoherent,2783,3,0,0,incoher,incoher,incoh,NN,0.5283208335737186,4.754887502163468
incomparable,2784,1,0,0,incompar,incompar,incomp,JJ,0.3522138890491458,3.169925001442312
inconceivable,2785,1,0,0,inconceiv,inconceiv,inconceiv,JJ,0.3522138890491458,3.169925001442312
inconsequence,2786,1,0,0,inconsequ,inconsequ,inconsequ,NN,0.3522138890491458,3.169925001442312
incorruptible,2787,1,0,0,incorrupt,incorrupt,incorrupt,JJ,0.3522138890491458,3.169925001442312
increased,2788,4,0,0,increas,increas,increas,VBD,0.5283208335737186,4.754887502163468
increasing,2789,2,0,0,increas,increas,increas,VBG,0.48220555587606934,4.339850002884624
incredulity,2790,1,0,0,incredul,incredul,incred,NN,0.3522138890491458,3.169925001442312
incredulous,2791,3,0,0,incredul,incredul,incred,JJ,0.48220555587606934,4.339850002884624
incredulously,2792,5,0,0,incredul,incredul,incred,RB,0.4711093925305277,4.23998453277475
incurably,2793,1,0,0,incur,incur,int,RB,0.3522138890491458,3.169925001442312
indecipherable,2794,1,0,0,indecipher,indecipher,indeciph,JJ,0.3522138890491458,3.169925001442312
indecisively,2795,1,0,0,indecis,indecis,indecid,RB,0.3522138890491458,3.169925001442312
indefinable,2796,1,0,0,indefin,indefin,indefin,JJ,0.3522138890491458,3.169925001442312
indefinite,2797,2,0,0,indefinit,indefinit,indefinit,JJ,0.48220555587606934,4.339850002884624
indefinitely,2798,1,0,0,indefinit,indefinit,indefinit,RB,0.3522138890491458,3.169925001442312
indeterminate,2799,1,0,0,indetermin,indetermin,indetermin,JJ,0.3522138890491458,3.169925001442312
indian,2800,1,0,0,indian,indian,ind,JJ,0.3522138890491458,3.169925001442312
indicate,2801,1,0,0,indic,indic,ind,VB,0.3522138890491458,3.169925001442312
indicated,2802,1,0,0,indic,indic,ind,VBD,0.3522138890491458,3.169925001442312
indicating,2803,1,0,0,indic,indic,ind,VBG,0.3522138890491458,3.169925001442312
indies,2804,1,0,0,indi,indi,indy,NNPS,0.3522138890491458,3.169925001442312
indifference,2805,1,0,0,indiffer,indiffer,indiff,NN,0.3522138890491458,3.169925001442312
indifferent,2806,2,0,0,indiffer,indiffer,indiff,JJ,0.48220555587606934,4.339850002884624
indignant,2807,1,0,0,indign,indign,indign,JJ,0.3522138890491458,3.169925001442312
indignantly,2808,3,0,0,indignantli,indign,indign,RB,0.5283208335737186,4.754887502163468
indirectly,2809,1,0,0,indirectli,indirect,indirect,RB,0.3522138890491458,3.169925001442312
indiscernible,2810,1,0,0,indiscern,indiscern,indiscern,JJ,0.3522138890491458,3.169925001442312
indiscreet,2811,1,0,0,indiscreet,indiscreet,indiscreet,NN,0.3522138890491458,3.169925001442312
indistinguishably,2812,1,0,0,indistinguish,indistinguish,indistinct,RB,0.3522138890491458,3.169925001442312
individual,2813,1,0,0,individu,individu,individ,JJ,0.3522138890491458,3.169925001442312
individually,2814,1,0,0,individu,individu,individ,RB,0.3522138890491458,3.169925001442312
ineffable,2815,1,0,0,ineff,ineff,ineff,JJ,0.3522138890491458,3.169925001442312
ineptly,2816,1,0,0,ineptli,inept,inept,RB,0.3522138890491458,3.169925001442312
inessential,2817,1,0,0,inessenti,inessenti,iness,JJ,0.3522138890491458,3.169925001442312
inevitable,2818,2,0,0,inevit,inevit,inevit,JJ,0.48220555587606934,4.339850002884624
inevitably,2819,1,0,0,inevit,inevit,inevit,RB,0.3522138890491458,3.169925001442312
inexhaustible,2820,2,0,0,inexhaust,inexhaust,inexhaust,JJ,0.48220555587606934,4.339850002884624
inexperience,2821,1,0,0,inexperi,inexperi,inexpery,NN,0.3522138890491458,3.169925001442312
inexplicable,2822,2,0,0,inexplic,inexplic,inexpl,JJ,0.48220555587606934,4.339850002884624
infantry,2823,3,0,0,infantri,infantri,infantry,NN,0.48220555587606934,4.339850002884624
infinite,2824,2,0,0,infinit,infinit,infinit,JJ,0.48220555587606934,4.339850002884624
infinitely,2825,3,0,0,infinit,infinit,infinit,RB,0.48220555587606934,4.339850002884624
infinitesimal,2826,1,0,0,infinitesim,infinitesim,infinitesim,JJ,0.3522138890491458,3.169925001442312
influence,2827,2,0,0,influenc,influenc,influ,NN,0.48220555587606934,4.339850002884624
information,2828,5,0,0,inform,inform,inform,NN,0.5283208335737186,4.754887502163468
informed,2829,5,0,0,inform,inform,inform,VBD,0.4711093925305277,4.23998453277475
ingratiate,2830,1,0,0,ingrati,ingrati,ingraty,VB,0.3522138890491458,3.169925001442312
inhabitants,2831,1,0,0,inhabit,inhabit,inhabit,NNS,0.3522138890491458,3.169925001442312
inhabited,2832,1,0,0,inhabit,inhabit,inhabit,VBN,0.3522138890491458,3.169925001442312
inherited,2833,2,0,0,inherit,inherit,inherit,VB,0.48220555587606934,4.339850002884624
inhospitably,2834,1,0,0,inhospit,inhospit,inhospit,RB,0.3522138890491458,3.169925001442312
inin,2835,1,0,0,inin,inin,inin,JJ,0.3522138890491458,3.169925001442312
initiative,2836,2,0,0,initi,initi,in,NN,0.48220555587606934,4.339850002884624
inky,2837,1,0,0,inki,inki,inky,JJ,0.3522138890491458,3.169925001442312
innocently,2838,5,0,0,innoc,innoc,innoc,RB,0.5199666673076944,4.6797000057692495
innuendo,2839,2,0,0,innuendo,innuendo,innuendo,NN,0.3522138890491458,3.169925001442312
innumerable,2840,3,0,0,innumer,innumer,innum,JJ,0.5283208335737186,4.754887502163468
inquest,2841,2,0,0,inquest,inquest,inquest,JJS,0.48220555587606934,4.339850002884624
inquired,2842,26,0,0,inquir,inquir,inquir,VBD,0.0,0.0
inquiring,2843,1,0,0,inquir,inquir,inquir,VBG,0.3522138890491458,3.169925001442312
inquiry,2844,1,0,0,inquiri,inquiri,inquiry,NN,0.3522138890491458,3.169925001442312
inquisitions,2845,1,0,0,inquisit,inquisit,inquisit,NNS,0.3522138890491458,3.169925001442312
ins,2846,1,0,0,in,in,in,NNP,0.3522138890491458,3.169925001442312
inside,2847,18,0,0,insid,insid,insid,RB,0.1510444457264999,1.359400011538499
insidious,2848,1,0,0,insidi,insidi,insidy,JJ,0.3522138890491458,3.169925001442312
insignia,2849,1,0,0,insignia,insignia,insign,NN,0.3522138890491458,3.169925001442312
insincerity,2850,1,0,0,insincer,insincer,insint,NN,0.3522138890491458,3.169925001442312
insisted,2851,16,0,0,insist,insist,insist,VBD,0.3899750004807708,3.5097750043269373
insistently,2852,1,0,0,insist,insist,insist,RB,0.3522138890491458,3.169925001442312
insolent,2853,1,0,0,insol,insol,insol,NN,0.3522138890491458,3.169925001442312
inspect,2854,1,0,0,inspect,inspect,inspect,VB,0.3522138890491458,3.169925001442312
inspected,2855,1,0,0,inspect,inspect,inspect,VBD,0.3522138890491458,3.169925001442312
inspired,2856,1,0,0,inspir,inspir,inspir,VBD,0.3522138890491458,3.169925001442312
instance,2857,1,0,0,instanc,instanc,inst,NN,0.3522138890491458,3.169925001442312
instant,2858,4,0,0,instant,instant,inst,JJ,0.5199666673076944,4.6797000057692495
instantly,2859,3,0,0,instantli,instant,inst,RB,0.48220555587606934,4.339850002884624
instead,2860,5,0,0,instead,instead,instead,RB,0.4711093925305277,4.23998453277475
instinct,2861,4,0,0,instinct,instinct,instinct,NN,0.5283208335737186,4.754887502163468
instinctive,2862,1,0,0,instinct,instinct,instinct,JJ,0.3522138890491458,3.169925001442312
instinctively,2863,2,0,0,instinct,instinct,instinct,RB,0.48220555587606934,4.339850002884624
institutions,2864,1,0,0,institut,institut,institut,NNS,0.3522138890491458,3.169925001442312
instructions,2865,1,0,0,instruct,instruct,instruct,NNS,0.3522138890491458,3.169925001442312
insulting,2866,1,0,0,insult,insult,insult,JJ,0.3522138890491458,3.169925001442312
insurance,2867,1,0,0,insur,insur,ins,NN,0.3522138890491458,3.169925001442312
intact,2868,1,0,0,intact,intact,intact,JJ,0.3522138890491458,3.169925001442312
intelligence,2869,1,0,0,intellig,intellig,intellig,NN,0.3522138890491458,3.169925001442312
intended,2870,3,0,0,intend,intend,intend,VBN,0.5283208335737186,4.754887502163468
intending,2871,2,0,0,intend,intend,intend,VBG,0.3522138890491458,3.169925001442312
intense,2872,3,0,0,intens,intens,intens,JJ,0.5283208335737186,4.754887502163468
intensity,2873,5,0,0,intens,intens,intens,NN,0.5199666673076944,4.6797000057692495
intent,2874,1,0,0,intent,intent,int,JJ,0.3522138890491458,3.169925001442312
intention,2875,4,0,0,intent,intent,int,NN,0.48220555587606934,4.339850002884624
intentions,2876,2,0,0,intent,intent,int,NNS,0.48220555587606934,4.339850002884624
intently,2877,3,0,0,intent,intent,int,RB,0.48220555587606934,4.339850002884624
interest,2878,5,0,0,interest,interest,interest,NN,0.5199666673076944,4.6797000057692495
interested,2879,6,0,0,interest,interest,interest,JJ,0.4711093925305277,4.23998453277475
interestedinterested,2880,1,0,0,interestedinterest,interestedinterest,interestedinterest,VBN,0.3522138890491458,3.169925001442312
interesting,2881,5,0,0,interest,interest,interest,JJ,0.5199666673076944,4.6797000057692495
interference,2882,1,0,0,interfer,interfer,interf,NN,0.3522138890491458,3.169925001442312
interior,2883,4,0,0,interior,interior,intery,JJ,0.5199666673076944,4.6797000057692495
intermarriage,2884,1,0,0,intermarriag,intermarriag,intermarry,NN,0.3522138890491458,3.169925001442312
interminable,2885,2,0,0,intermin,intermin,intermin,JJ,0.48220555587606934,4.339850002884624
intermittent,2886,2,0,0,intermitt,intermitt,intermit,JJ,0.3522138890491458,3.169925001442312
interposed,2887,1,0,0,interpos,interpos,interpos,VBD,0.3522138890491458,3.169925001442312
interrupt,2888,2,0,0,interrupt,interrupt,interrupt,VB,0.48220555587606934,4.339850002884624
interrupted,2889,7,0,0,interrupt,interrupt,interrupt,VBD,0.3899750004807708,3.5097750043269373
interruption,2890,1,0,0,interrupt,interrupt,interrupt,NN,0.3522138890491458,3.169925001442312
intervals,2891,1,0,0,interv,interv,interv,NNS,0.3522138890491458,3.169925001442312
intimacy,2892,1,0,0,intimaci,intimaci,intim,NN,0.3522138890491458,3.169925001442312
intimate,2893,5,0,0,intim,intim,intim,JJ,0.48220555587606934,4.339850002884624
intimation,2894,1,0,0,intim,intim,intim,NN,0.3522138890491458,3.169925001442312
into,2895,168,0,1,into,into,into,IN,0.0,0.0
intolerable,2896,1,0,0,intoler,intoler,intol,JJ,0.3522138890491458,3.169925001442312
intricate,2897,1,0,0,intric,intric,int,JJ,0.3522138890491458,3.169925001442312
intriguing,2898,1,0,0,intrigu,intrigu,intrigu,VBG,0.3522138890491458,3.169925001442312
intriguingmy,2899,1,0,0,intriguingmi,intriguingmi,intriguingmy,JJ,0.3522138890491458,3.169925001442312
introduce,2900,1,0,0,introduc,introduc,introduc,NN,0.3522138890491458,3.169925001442312
introduced,2901,3,0,0,introduc,introduc,introduc,VBN,0.3522138890491458,3.169925001442312
introduction,2902,4,0,0,introduct,introduct,introduc,NN,0.5283208335737186,4.754887502163468
introductions,2903,1,0,0,introduct,introduct,introduc,NNS,0.3522138890491458,3.169925001442312
invariably,2904,2,0,0,invari,invari,invary,RB,0.48220555587606934,4.339850002884624
invent,2905,2,0,0,invent,invent,inv,VB,0.48220555587606934,4.339850002884624
invented,2906,2,0,0,invent,invent,inv,VBD,0.48220555587606934,4.339850002884624
inventions,2907,2,0,0,invent,invent,inv,NNS,0.48220555587606934,4.339850002884624
investigate,2908,1,0,0,investig,investig,investig,NN,0.3522138890491458,3.169925001442312
investigation,2909,3,0,0,investig,investig,investig,NN,0.3522138890491458,3.169925001442312
investment,2910,1,0,0,invest,invest,invest,NN,0.3522138890491458,3.169925001442312
investments,2911,1,0,0,invest,invest,invest,NNS,0.3522138890491458,3.169925001442312
inviolate,2912,1,0,0,inviol,inviol,inviol,NN,0.3522138890491458,3.169925001442312
invisible,2913,6,0,0,invis,invis,invis,JJ,0.3899750004807708,3.5097750043269373
invitation,2914,2,0,0,invit,invit,invit,NN,0.48220555587606934,4.339850002884624
invitations,2915,1,0,0,invit,invit,invit,NNS,0.3522138890491458,3.169925001442312
invite,2916,4,0,0,invit,invit,invit,VB,0.5283208335737186,4.754887502163468
invited,2917,7,0,0,invit,invit,invit,VBN,0.5199666673076944,4.6797000057692495
invitedthey,2918,1,0,0,invitedthey,invitedthey,invitedthey,JJ,0.3522138890491458,3.169925001442312
involuntarily,2919,3,0,0,involuntarili,involuntarili,involunt,RB,0.5283208335737186,4.754887502163468
irrecoverable,2920,1,0,0,irrecover,irrecover,irrecov,JJ,0.3522138890491458,3.169925001442312
